                                     | Core 0      | Core 1       | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |  1157456079 |  10336940218 |   455775817 |  5022044482 |   424237686 |  7107622150 |  2734594685 |   568956266 |  1141955966 |  1762582376 |  1083829892 |  3874454206 |   249999981 |   691216725 |  8256549214 |  6550908915
  Cycles                             |  6154344843 |   6154343700 |  6154344492 |  6154343708 |  6154344285 |  6154343700 |  6154344745 |  6154344579 |  6154344674 |  6154345025 |  6154343878 |  6154343700 |  6154338963 |  6154343932 |  6154343702 |  6154343700
  IPC                                |        0.19 |         1.68 |        0.07 |        0.82 |        0.07 |        1.15 |        0.44 |        0.09 |        0.19 |        0.29 |        0.18 |        0.63 |        0.04 |        0.11 |        1.34 |        1.06
  Time (ns)                          |  2051448281 |   2051447900 |  2051448164 |  2051447903 |  2051448095 |  2051447900 |  2051448249 |  2051448193 |  2051448225 |  2051448342 |  2051447960 |  2051447900 |  2051446321 |  2051447978 |  2051447901 |  2051447900
Branch predictor stats               |             |              |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |    61932793 |   1907687580 |    75657789 |   445593815 |    58333410 |   947562773 |   412468236 |    96038776 |    10354333 |    40605897 |    35381430 |   208312020 |    58565837 |    12710230 |   550052054 |   288898626
  num incorrect                      |     1448893 |    130140307 |     4607929 |    74353187 |     8029841 |    95596061 |    46331990 |     8817756 |       69330 |      724149 |    16688103 |   147286659 |     6500447 |    17739914 |    94429229 |    16405662
  misprediction rate                 |       2.29% |        6.39% |       5.74% |      14.30% |      12.10% |       9.16% |      10.10% |       8.41% |       0.67% |       1.75% |      32.05% |      41.42% |       9.99% |      58.26% |      14.65% |       5.37%
  mpki                               |        1.25 |        12.59 |       10.11 |       14.81 |       18.93 |       13.45 |       16.94 |       15.50 |        0.06 |        0.41 |       15.40 |       38.01 |       26.00 |       25.66 |       11.44 |        2.50
TLB Summary                          |             |              |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |              |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   115676626 |   1694999188 |    76914853 |   570231111 |    74303060 |  1065277149 |   437812935 |    66254895 |   100926876 |   157521332 |    84600004 |   315321786 |    21135842 |    74613467 |  1001898922 |   624144271
    num misses                       |          47 |           39 |           4 |        1741 |          92 |        4620 |       16031 |          42 |           3 |           4 |           3 |          52 |       17441 |          14 |          18 |           8
    miss rate                        |       0.00% |        0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.08% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |         0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.01 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.07 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |              |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   404292855 |   3368793304 |   137862407 |  2099568887 |   197700394 |  2771832062 |  1101287502 |   198748958 |   310876599 |   692030901 |   476097568 |  1141955113 |    86633855 |   250941521 |  3481689485 |  1993004982
    num misses                       |      611810 |           23 |      165139 |     1103010 |     7700386 |      864241 |     6151179 |     3448970 |      554924 |      368656 |      490053 |       67979 |     1331679 |     1731582 |    24760332 |      635644
    miss rate                        |       0.15% |        0.00% |       0.12% |       0.05% |       3.89% |       0.03% |       0.56% |       1.74% |       0.18% |       0.05% |       0.10% |       0.01% |       1.54% |       0.69% |       0.71% |       0.03%
    mpki                             |        0.53 |         0.00 |        0.36 |        0.22 |       18.15 |        0.12 |        2.25 |        6.06 |        0.49 |        0.21 |        0.45 |        0.02 |        5.33 |        2.51 |        3.00 |        0.10
  L2 TLB                             |             |              |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |      611857 |           62 |      165143 |     1104751 |     7700478 |      868861 |     6167210 |     3449012 |      554927 |      368660 |      490056 |       68031 |     1349120 |     1731596 |    24760350 |      635652
    num misses                       |      191025 |           62 |      165143 |       34999 |     2298294 |       25229 |      876689 |      935203 |      554507 |      191982 |      331873 |       60623 |     1140466 |     1731577 |      189439 |       15843
    miss rate                        |      31.22% |      100.00% |     100.00% |       3.17% |      29.85% |       2.90% |      14.22% |      27.12% |      99.92% |      52.08% |      67.72% |      89.11% |      84.53% |     100.00% |       0.77% |       2.49%
    mpki                             |        0.17 |         0.00 |        0.36 |        0.01 |        5.42 |        0.00 |        0.32 |        1.64 |        0.49 |        0.11 |        0.31 |        0.02 |        4.56 |        2.51 |        0.02 |        0.00
Cache Summary                        |             |              |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |              |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |   115676626 |   1694999188 |    76914853 |   570231111 |    74303060 |  1065277149 |   437812935 |    66254895 |   100926876 |   157521332 |    84600004 |   315321786 |    21135842 |    74613467 |  1001898922 |   624144271
    num cache misses                 |       32953 |     16240078 |        2386 |     7055033 |      874047 |    21952886 |     7655119 |       26529 |       74163 |       31789 |       18476 |      101269 |      347527 |       11900 |     8574032 |       71747
    miss rate                        |       0.03% |        0.96% |       0.00% |       1.24% |       1.18% |       2.06% |       1.75% |       0.04% |       0.07% |       0.02% |       0.02% |       0.03% |       1.64% |       0.02% |       0.86% |       0.01%
    mpki                             |        0.03 |         1.57 |        0.01 |        1.40 |        2.06 |        3.09 |        2.80 |        0.05 |        0.06 |        0.02 |        0.02 |        0.03 |        1.39 |        0.02 |        1.04 |        0.01
  Cache L1-D                         |             |              |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |   404292855 |   3368793304 |   137862407 |  2099568887 |   197700394 |  2771832062 |  1101287502 |   198748958 |   310876599 |   692030901 |   476097568 |  1141955113 |    86633855 |   250941521 |  3481689485 |  1993004982
    num cache misses                 |    14233595 |       201138 |    10567223 |    19443980 |    11033583 |    38039214 |     9977251 |    23370807 |    58536498 |    17897200 |    24012692 |     4263309 |     7415590 |    19145008 |    16364476 |    53087666
    miss rate                        |       3.52% |        0.01% |       7.67% |       0.93% |       5.58% |       1.37% |       0.91% |      11.76% |      18.83% |       2.59% |       5.04% |       0.37% |       8.56% |       7.63% |       0.47% |       2.66%
    mpki                             |       12.30 |         0.02 |       23.19 |        3.87 |       26.01 |        5.35 |        3.65 |       41.08 |       51.26 |       10.15 |       22.16 |        1.10 |       29.66 |       27.70 |        1.98 |        8.10
  Cache L2                           |             |              |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    16372205 |     16472119 |    13992392 |    26717348 |    14518214 |    60339507 |    18194939 |    25447137 |    58610673 |    17963247 |    25624973 |     4546483 |     7785711 |    21512449 |    25128093 |    53454872
    num cache misses                 |    10494276 |       680658 |    10569609 |     3692189 |     8936313 |     2681820 |     4801320 |    15874608 |    35561126 |    12227276 |    21283914 |     4173767 |     7338556 |    19156768 |     1496022 |     1920993
    miss rate                        |      64.10% |        4.13% |      75.54% |      13.82% |      61.55% |       4.44% |      26.39% |      62.38% |      60.67% |      68.07% |      83.06% |      91.80% |      94.26% |      89.05% |       5.95% |       3.59%
    mpki                             |        9.07 |         0.07 |       23.19 |        0.74 |       21.06 |        0.38 |        1.76 |       27.90 |       31.14 |        6.94 |       19.64 |        1.08 |       29.35 |       27.71 |        0.18 |        0.29
  Cache L3                           |             |              |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    12711029 |       711561 |    13992392 |     3965151 |    11559983 |     3054260 |     5372391 |    17994913 |    35561138 |    12274549 |    22877719 |     4359383 |     7362183 |    21512309 |     1690834 |     2227232
    num cache misses                 |    10470212 |       680242 |    10568479 |     3669391 |     8756214 |     2676349 |     4779201 |    11914478 |    24867850 |    12212083 |    21265019 |     4173614 |     7332977 |    19150566 |     1494176 |     1920207
    miss rate                        |      82.37% |       95.60% |      75.53% |      92.54% |      75.75% |      87.63% |      88.96% |      66.21% |      69.93% |      99.49% |      92.95% |      95.74% |      99.60% |      89.02% |      88.37% |      86.21%
