                                     | Core 0      | Core 1       | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |  1155723538 |  11056303378 |   448457313 |  7197275815 |   469106668 |  8029290458 |  3525310178 |   501124226 |   861071897 |  1756274875 |  1075191522 |  3941484718 |   249999981 |   681101858 |  9281005198 |  7450874425
  Cycles                             |  6115992916 |   6115991400 |  6115992866 |  6115991404 |  6115991548 |  6115991400 |  6115991400 |  6115992937 |  6115993602 |  6115991744 |  6115991404 |  6115991406 |  6115986527 |  6115992501 |  6115991410 |  6115991400
  IPC                                |        0.19 |         1.81 |        0.07 |        1.18 |        0.08 |        1.31 |        0.58 |        0.08 |        0.14 |        0.29 |        0.18 |        0.64 |        0.04 |        0.11 |        1.52 |        1.22
  Time (ns)                          |  2038664305 |   2038663800 |  2038664289 |  2038663801 |  2038663849 |  2038663800 |  2038663800 |  2038664312 |  2038664534 |  2038663915 |  2038663801 |  2038663802 |  2038662176 |  2038664167 |  2038663803 |  2038663800
Branch predictor stats               |             |              |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |    61866464 |   2040446742 |    74449029 |   636751097 |    64504375 |  1071013418 |   531595424 |    84924394 |     7806825 |    40491372 |    35245466 |   209984718 |    58565837 |    12597087 |   618025381 |   328741015
  num incorrect                      |     1447329 |    139196989 |     4504786 |   106213607 |     8866149 |   107882217 |    59794316 |     7843263 |       52272 |      722238 |    16606313 |   150573404 |     6500447 |    17558887 |   106146259 |    18663848
  misprediction rate                 |       2.29% |        6.39% |       5.71% |      14.30% |      12.08% |       9.15% |      10.11% |       8.45% |       0.67% |       1.75% |      32.03% |      41.76% |       9.99% |      58.23% |      14.66% |       5.37%
  mpki                               |        1.25 |        12.59 |       10.05 |       14.76 |       18.90 |       13.44 |       16.96 |       15.65 |        0.06 |        0.41 |       15.44 |       38.20 |       26.00 |       25.78 |       11.44 |        2.50
TLB Summary                          |             |              |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |              |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   115529540 |   1812956957 |    75602949 |   816974618 |    82166848 |  1201979701 |   564509270 |    58072473 |    76102019 |   156948686 |    83953750 |   319512587 |    21135842 |    73730959 |  1126129551 |   709783756
    num misses                       |          47 |           39 |           4 |        2454 |          92 |        5256 |       20483 |          42 |           3 |           4 |           3 |          52 |       17441 |          14 |          18 |           8
    miss rate                        |       0.00% |        0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.08% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |         0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.01 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.07 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |              |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   403608499 |   3603232935 |   135842980 |  3010300373 |   218621666 |  3129054068 |  1420100895 |   173535521 |   234401453 |   689735637 |   471477888 |  1159798788 |    86633855 |   248022464 |  3913447939 |  2266220642
    num misses                       |      611471 |           23 |      162577 |     1591372 |     8509235 |      984300 |     7932808 |     2927071 |      418380 |      368258 |      485452 |       67980 |     1331682 |     1719472 |    27814847 |      726527
    miss rate                        |       0.15% |        0.00% |       0.12% |       0.05% |       3.89% |       0.03% |       0.56% |       1.69% |       0.18% |       0.05% |       0.10% |       0.01% |       1.54% |       0.69% |       0.71% |       0.03%
    mpki                             |        0.53 |         0.00 |        0.36 |        0.22 |       18.14 |        0.12 |        2.25 |        5.84 |        0.49 |        0.21 |        0.45 |        0.02 |        5.33 |        2.52 |        3.00 |        0.10
  L2 TLB                             |             |              |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |      611518 |           62 |      162581 |     1593826 |     8509327 |      989556 |     7953291 |     2927113 |      418383 |      368262 |      485455 |       68032 |     1349123 |     1719486 |    27814865 |      726535
    num misses                       |      190848 |           62 |      162581 |       50324 |     2540662 |       28734 |     1130998 |      796698 |      418067 |      191508 |      329283 |       60624 |     1140465 |     1719467 |      212845 |       18011
    miss rate                        |      31.21% |      100.00% |     100.00% |       3.16% |      29.86% |       2.90% |      14.22% |      27.22% |      99.92% |      52.00% |      67.83% |      89.11% |      84.53% |     100.00% |       0.77% |       2.48%
    mpki                             |        0.17 |         0.00 |        0.36 |        0.01 |        5.42 |        0.00 |        0.32 |        1.59 |        0.49 |        0.11 |        0.31 |        0.02 |        4.56 |        2.52 |        0.02 |        0.00
Cache Summary                        |             |              |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |              |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |   115529540 |   1812956957 |    75602949 |   816974618 |    82166848 |  1201979701 |   564509270 |    58072473 |    76102019 |   156948686 |    83953750 |   319512587 |    21135842 |    73730959 |  1126129551 |   709783756
    num cache misses                 |       69830 |     17076746 |        6339 |    10131668 |     1244370 |    24579900 |     9783486 |       42183 |      244438 |      101589 |       58839 |       69022 |      361742 |       28157 |     9333826 |       57551
    miss rate                        |       0.06% |        0.94% |       0.01% |       1.24% |       1.51% |       2.04% |       1.73% |       0.07% |       0.32% |       0.06% |       0.07% |       0.02% |       1.71% |       0.04% |       0.83% |       0.01%
    mpki                             |        0.06 |         1.54 |        0.01 |        1.41 |        2.65 |        3.06 |        2.78 |        0.08 |        0.28 |        0.06 |        0.05 |        0.02 |        1.45 |        0.04 |        1.01 |        0.01
  Cache L1-D                         |             |              |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |   403608499 |   3603232935 |   135842980 |  3010300373 |   218621666 |  3129054068 |  1420100895 |   173535521 |   234401453 |   689735637 |   471477888 |  1159798788 |    86633855 |   248022464 |  3913447939 |  2266220642
    num cache misses                 |    14208812 |       128308 |    10404320 |    27591283 |    12219528 |    43350838 |    12746154 |    20230038 |    44156058 |    17854643 |    23806011 |     4171354 |     7421529 |    18957023 |    17996098 |    60050692
    miss rate                        |       3.52% |        0.00% |       7.66% |       0.92% |       5.59% |       1.39% |       0.90% |      11.66% |      18.84% |       2.59% |       5.05% |       0.36% |       8.57% |       7.64% |       0.46% |       2.65%
    mpki                             |       12.29 |         0.01 |       23.20 |        3.83 |       26.05 |        5.40 |        3.62 |       40.37 |       51.28 |       10.17 |       22.14 |        1.06 |       29.69 |       27.83 |        1.94 |        8.06
