                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  1488520906 |  1068584624 |  1109268427 |   376052168 |  1600244999 |   249999973 |  1581459306 |   738726696
  Cycles                             |  1140124042 |  1140123910 |  1140123915 |  1140124224 |  1140123909 |  1140122857 |  1140123925 |  1140124260
  IPC                                |        1.31 |        0.94 |        0.97 |        0.33 |        1.40 |        0.22 |        1.39 |        0.65
  Time (ns)                          |   380041348 |   380041304 |   380041305 |   380041408 |   380041303 |   380040953 |   380041309 |   380041420
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |    84708882 |   163220254 |    21958660 |     7124327 |   142428360 |    40600608 |   127254065 |    44903207
  num incorrect                      |    14370821 |    41965030 |     3266943 |     9904338 |    23853799 |     2521753 |    21382027 |    27021791
  misprediction rate                 |      14.50% |      20.45% |      12.95% |      58.16% |      14.35% |       5.85% |      14.39% |      37.57%
  mpki                               |        9.65 |       39.27 |        2.95 |       26.34 |       14.91 |       10.09 |       13.52 |       36.58
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   167037315 |   139072326 |   105996965 |    41395908 |   181865999 |    41868591 |   231742323 |    88159434
    num misses                       |          56 |          19 |          74 |          14 |         616 |           4 |          65 |          10
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   699865634 |   359556463 |   560452884 |   138521185 |   669215499 |    75636447 |   758457027 |   339615429
    num misses                       |      449127 |     1592963 |     1309248 |      991629 |      351042 |       88470 |     4233770 |     2333155
    miss rate                        |       0.06% |       0.44% |       0.23% |       0.72% |       0.05% |       0.12% |       0.56% |       0.69%
    mpki                             |        0.30 |        1.49 |        1.18 |        2.64 |        0.22 |        0.35 |        2.68 |        3.16
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |      449183 |     1592982 |     1309322 |      991643 |      351658 |       88474 |     4233835 |     2333165
    num misses                       |       70813 |      333177 |       17875 |      991632 |       11165 |       88474 |       27176 |     1855350
    miss rate                        |      15.76% |      20.92% |       1.37% |     100.00% |       3.17% |     100.00% |       0.64% |      79.52%
    mpki                             |        0.05 |        0.31 |        0.02 |        2.64 |        0.01 |        0.35 |        0.02 |        2.51
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |   167037315 |   139072326 |   105996965 |    41395908 |   181865999 |    41868591 |   231742323 |    88159434
    num cache misses                 |      486776 |      722051 |      197931 |       32799 |     2506366 |        7090 |     7675517 |       48339
    miss rate                        |       0.29% |       0.52% |       0.19% |       0.08% |       1.38% |       0.02% |       3.31% |       0.05%
    mpki                             |        0.33 |        0.68 |        0.18 |        0.09 |        1.57 |        0.03 |        4.85 |        0.07
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |   699865634 |   359556463 |   560452884 |   138521185 |   669215499 |    75636447 |   758457027 |   339615429
    num cache misses                 |     4285946 |     1485466 |     8859402 |    10647727 |     5997535 |     5663673 |    25642278 |     5241609
    miss rate                        |       0.61% |       0.41% |       1.58% |       7.69% |       0.90% |       7.49% |       3.38% |       1.54%
    mpki                             |        2.88 |        1.39 |        7.99 |       28.31 |        3.75 |       22.65 |       16.21 |        7.10
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |     4778923 |     2500685 |     9190182 |    12090150 |     8522850 |     7690457 |    33328617 |     5723886
    num cache misses                 |     3362235 |     1012671 |     4643983 |    10680526 |     3387320 |     5670763 |     5240945 |     4922622
    miss rate                        |      70.36% |      40.50% |      50.53% |      88.34% |      39.74% |      73.74% |      15.73% |      86.00%
    mpki                             |        2.26 |        0.95 |        4.19 |       28.40 |        2.12 |       22.68 |        3.31 |        6.66
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |     3369074 |     1311071 |     4776961 |    12090150 |     3406706 |     7690457 |     5253767 |     5421023
    num cache misses                 |     1549245 |      464403 |      816962 |    10643182 |      382182 |     5660106 |      233809 |     1502410
    miss rate                        |      45.98% |      35.42% |      17.10% |      88.03% |      11.22% |      73.60% |       4.45% |      27.71%
    mpki                             |        1.04 |        0.43 |        0.74 |       28.30 |        0.24 |       22.64 |        0.15 |        2.03
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |    30404991 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      151.92 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |       41.92 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      80.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
