                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7       | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15     
  Instructions                       |  1919608983 |  6800923578 |   954912393 |  5103042378 |  4036580013 |  9471540418 |  2106619579 |  16104809385 |  6250393796 |  4777446381 |  4465202440 |  3324675137 |  1268716037 |   249999989 |  6709984482 |  11239107562
  Cycles                             |  8817515600 |  8817515301 |  8817515562 |  8817515416 |  8817515430 |  8817515190 |  8817515406 |   8817515272 |  8817515400 |  8817515389 |  8817515400 |  8817515411 |  8817515627 |  8817501762 |  8817515276 |   8817515400
  IPC                                |        0.22 |        0.77 |        0.11 |        0.58 |        0.46 |        1.07 |        0.24 |         1.83 |        0.71 |        0.54 |        0.51 |        0.38 |        0.14 |        0.03 |        0.76 |         1.27
  Time (ns)                          |  2939171867 |  2939171767 |  2939171854 |  2939171805 |  2939171810 |  2939171730 |  2939171802 |   2939171757 |  2939171800 |  2939171796 |  2939171800 |  2939171804 |  2939171876 |  2939167254 |  2939171759 |   2939171800
Branch predictor stats               |             |             |             |             |             |             |             |              |             |             |             |             |             |             |             |             
  num correct                        |    17414674 |   387230475 |   161352053 |   657581317 |     5258253 |   838741134 |   130291157 |   2972150258 |   341966087 |    89611258 |   485174118 |   506899930 |   100591362 |    43244780 |  1025996662 |    496395845
  num incorrect                      |      116626 |    65451745 |    14914050 |   153380704 |       89110 |   139895527 |     4400331 |    202756226 |   235377561 |    13656643 |    74032720 |   108332766 |     8221666 |    11689069 |   262839873 |     28172049
  misprediction rate                 |       0.67% |      14.46% |       8.46% |      18.91% |       1.67% |      14.29% |       3.27% |        6.39% |      40.77% |      13.22% |      13.24% |      17.61% |       7.56% |      21.28% |      20.39% |        5.37%
  mpki                               |        0.06 |        9.62 |       15.62 |       30.06 |        0.02 |       14.77 |        2.09 |        12.59 |       37.66 |        2.86 |       16.58 |       32.58 |        6.48 |       46.76 |       39.17 |         2.51
TLB Summary                          |             |             |             |             |             |             |             |              |             |             |             |             |             |             |             |             
  I-TLB                              |             |             |             |             |             |             |             |              |             |             |             |             |             |             |             |             
