                                   | Core 0    
  Instructions                     |  499999905
  Cycles                           |  676524408
  IPC                              |       0.74
  Time (ns)                        |  225508136
Branch predictor stats             |           
  num correct                      |   13748171
  num incorrect                    |     237589
  misprediction rate               |      1.70%
  mpki                             |       0.48
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   49006107
    num misses                     |         15
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |  211163136
    num misses                     |     261285
    miss rate                      |      0.12%
    mpki                           |       0.52
  L2 TLB                           |           
    num accesses                   |     261300
    num misses                     |      62497
    miss rate                      |     23.92%
    mpki                           |       0.12
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   49006107
    num cache misses               |      77681
    miss rate                      |      0.16%
    mpki                           |       0.16
  Cache L1-D                       |           
    num cache accesses             |  211163136
    num cache misses               |    6658809
    miss rate                      |      3.15%
    mpki                           |      13.32
  Cache L2                         |           
    num cache accesses             |    7075416
    num cache misses               |    4811910
    miss rate                      |     68.01%
    mpki                           |       9.62
  Cache L3                         |           
    num cache accesses             |    5152098
    num cache misses               |    3768751
    miss rate                      |     73.15%
    mpki                           |       7.54
DRAM summary                       |           
  num dram accesses                |    4926286
  average dram access latency (ns) |     104.70
  average dram queueing delay      |      19.67
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
