                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |  1159036661 |  1075441801 |  2125093384 |  1127034895 |  3122740520 |   443704666 |  4965532834 |  1799159490 |  7058851239 |   457686022 |  8267287001 |  3366910948 |   249999981 |  1714559035 |  1718038083 |  5485857520
  Cycles                             |  4412986412 |  4412986378 |  4412986362 |  4412986344 |  4412986095 |  4412986341 |  4412985972 |  4412986134 |  4412985955 |  4412986218 |  4412986087 |  4412986083 |  4412981506 |  4412986321 |  4412986806 |  4412985983
  IPC                                |        0.26 |        0.24 |        0.48 |        0.26 |        0.71 |        0.10 |        1.13 |        0.41 |        1.60 |        0.10 |        1.87 |        0.76 |        0.06 |        0.39 |        0.39 |        1.24
  Time (ns)                          |  1470995471 |  1470995459 |  1470995454 |  1470995448 |  1470995365 |  1470995447 |  1470995324 |  1470995378 |  1470995318 |  1470995406 |  1470995362 |  1470995361 |  1470993835 |  1470995440 |  1470995602 |  1470995328
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |    70431907 |    35249406 |     2766177 |    69454101 |   178551707 |    60989452 |   219102392 |    35457144 |  1302715038 |    75971958 |   655391732 |   155040997 |    58565837 |    39377899 |   260692195 |   365486469
  num incorrect                      |    42383836 |    16608683 |       46878 |     2405151 |    30222554 |     8397282 |    12436729 |     5358624 |    88870041 |     4635955 |    53592902 |     1288421 |     6500447 |      701877 |    56648633 |    62724151
  misprediction rate                 |      37.57% |      32.03% |       1.67% |       3.35% |      14.48% |      12.10% |       5.37% |      13.13% |       6.39% |       5.75% |       7.56% |       0.82% |       9.99% |       1.75% |      17.85% |      14.65%
  mpki                               |       36.57 |       15.44 |        0.02 |        2.13 |        9.68 |       18.93 |        2.50 |        2.98 |       12.59 |       10.13 |        6.48 |        0.38 |       26.00 |        0.41 |       32.97 |       11.43
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   138270744 |    83972473 |   243427316 |   107191926 |   351320608 |    77709816 |   473029551 |   172020347 |  1157475870 |    77257047 |   692089361 |   257578414 |    21135842 |   153399350 |   238084283 |   665675416
    num misses                       |          10 |           3 |           6 |          22 |          56 |          92 |           8 |          86 |          39 |           4 |          42 |          43 |       17441 |           4 |         356 |          18
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.08% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.07 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   533025313 |   471611724 |  1589652570 |   374326441 |  1466008113 |   206775779 |  1510225459 |   912940769 |  2300472055 |   138389712 |  2275374046 |  1937434971 |    86633855 |   674248286 |   666803360 |  2313219020
    num misses                       |     3651694 |      485871 |    57359912 |     3041031 |      943698 |     8040479 |      484007 |     2056667 |          23 |      165808 |    11117229 |      260381 |     1331678 |      357797 |     3546708 |    16427237
    miss rate                        |       0.69% |       0.10% |       3.61% |       0.81% |       0.06% |       3.89% |       0.03% |       0.23% |       0.00% |       0.12% |       0.49% |       0.01% |       1.54% |       0.05% |       0.53% |       0.71%
    mpki                             |        3.15 |        0.45 |       26.99 |        2.70 |        0.30 |       18.12 |        0.10 |        1.14 |        0.00 |        0.36 |        1.34 |        0.08 |        5.33 |        0.21 |        2.06 |        2.99
  L2 TLB                             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
