                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |   795303247 |   249999981 |   411173643 |  2670839886 |  1800953303 |  1002161450 |  4600699353 |  4168195476
  Cycles                             |  2996922900 |  2996920005 |  2996923290 |  2996922900 |  2996922705 |  2996922851 |  2996922900 |  2996922823
  IPC                                |        0.27 |        0.08 |        0.14 |        0.89 |        0.60 |        0.33 |        1.54 |        1.39
  Time (ns)                          |   998974300 |   998973335 |   998974430 |   998974300 |   998974235 |   998974284 |   998974300 |   998974274
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |     7218435 |    58565837 |    67906058 |   408464013 |     2349962 |    62122106 |   211855962 |   335259505
  num incorrect                      |       48350 |     6500447 |     4305217 |   104620893 |       39824 |     2123176 |     1761489 |    56298101
  misprediction rate                 |       0.67% |       9.99% |       5.96% |      20.39% |       1.67% |       3.30% |       0.82% |      14.38%
  mpki                               |        0.06 |       26.00 |       10.47 |       39.17 |        0.02 |        2.12 |        0.38 |       13.51
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |    70289817 |    21135842 |    68860396 |   347493765 |   206280883 |    95137691 |   351968094 |   610651760
    num misses                       |           3 |       17441 |           4 |          19 |           6 |          22 |          43 |          65
    miss rate                        |       0.00% |       0.08% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.07 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   216606331 |    86633855 |   125629318 |   898970866 |  1347239853 |   331911226 |  2647395754 |  1998483893
    num misses                       |      387093 |     1331677 |      149402 |     3974295 |    48695106 |     2648852 |      356761 |    11157401
    miss rate                        |       0.18% |       1.54% |       0.12% |       0.44% |       3.61% |       0.80% |       0.01% |       0.56%
    mpki                             |        0.49 |        5.33 |        0.36 |        1.49 |       27.04 |        2.64 |        0.08 |        2.68
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |      387096 |     1349118 |      149406 |     3974314 |    48695112 |     2648874 |      356804 |    11157466
    num misses                       |      386805 |     1140464 |      149406 |      832611 |    34774945 |      262427 |      102905 |       70674
    miss rate                        |      99.92% |      84.53% |     100.00% |      20.95% |      71.41% |       9.91% |      28.84% |       0.63%
    mpki                             |        0.49 |        4.56 |        0.36 |        0.31 |       19.31 |        0.26 |        0.02 |        0.02
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |    70289817 |    21135842 |    68860396 |   347493765 |   206280883 |    95137691 |   351968094 |   610651760
    num cache misses                 |      225815 |      362600 |        5858 |     1299279 |      445907 |      300714 |      238044 |    17983851
    miss rate                        |       0.32% |       1.72% |       0.01% |       0.37% |       0.22% |       0.32% |       0.07% |       2.95%
    mpki                             |        0.28 |        1.45 |        0.01 |        0.49 |        0.25 |        0.30 |        0.05 |        4.31
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |   216606331 |    86633855 |   125629318 |   898970866 |  1347239853 |   331911226 |  2647395754 |  1998483893
    num cache misses                 |    40852442 |     7422474 |     9561281 |     3389572 |    14881521 |    18955532 |    24106559 |    65723939
    miss rate                        |      18.86% |       8.57% |       7.61% |       0.38% |       1.10% |       5.71% |       0.91% |       3.29%
    mpki                             |       51.37 |       29.69 |       23.25 |        1.27 |        8.26 |       18.91 |        5.24 |       15.77
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |    41078314 |     7804065 |    12859602 |     5409508 |    15338080 |    20817605 |    24356824 |    83719804
    num cache misses                 |    25008811 |     7400004 |     9567139 |     1388163 |    10419054 |     6483518 |    14762748 |      533343
    miss rate                        |      60.88% |      94.82% |      74.40% |      25.66% |      67.93% |      31.14% |      60.61% |       0.64%
    mpki                             |       31.45 |       29.60 |       23.27 |        0.52 |        5.79 |        6.47 |        3.21 |        0.13
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |    25008868 |     7419820 |    12859602 |     2121834 |    10429986 |     8073123 |    14775790 |      547996
    num cache misses                 |    24755451 |     7064171 |     9558498 |     1029059 |     9946864 |     5851752 |     3533691 |      375855
    miss rate                        |      98.99% |      95.21% |      74.33% |      48.50% |      95.37% |      72.48% |      23.92% |      68.59%
    mpki                             |       31.13 |       28.26 |       23.25 |        0.39 |        5.52 |        5.84 |        0.77 |        0.09
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |    93648118 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      243.93 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |      133.92 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      93.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
