                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |  263383513 |  352059486 |  524925608 |  742150230 |  438111546 |  249999978 |  613107565 |  259563508
  Cycles                             |  445032054 |  445032000 |  445031955 |  445032138 |  445032006 |  445029259 |  445031990 |  445032014
  IPC                                |       0.59 |       0.79 |       1.18 |       1.67 |       0.98 |       0.56 |       1.38 |       0.58
  Time (ns)                          |  148344018 |  148344000 |  148343985 |  148344046 |  148344002 |  148343087 |  148343997 |  148344005
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |   16006031 |   53705375 |   42208412 |   42079945 |   18404999 |   38165828 |   40919908 |   14400585
  num incorrect                      |    9632406 |   13922261 |    7096334 |    7160626 |   18607423 |    8123236 |    7014436 |     336406
  misprediction rate                 |     37.57% |     20.59% |     14.39% |     14.54% |     50.27% |     17.55% |     14.63% |      2.28%
  mpki                               |      36.57 |      39.55 |      13.52 |       9.65 |      42.47 |      32.49 |      11.44 |       1.30
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   31423476 |   45864569 |   76902449 |   83153035 |   32290238 |   34415971 |   74297961 |   26128643
    num misses                       |         10 |         19 |         65 |         56 |         52 |        133 |         18 |         47
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |  121124406 |  118305431 |  251631222 |  349325469 |  124006774 |   96931773 |  258254099 |   89651602
    num misses                       |     832409 |     526501 |    1407464 |     221981 |       4854 |     514512 |    1818246 |     151890
    miss rate                        |      0.69% |      0.45% |      0.56% |      0.06% |      0.00% |      0.53% |      0.70% |      0.17%
    mpki                             |       3.16 |       1.50 |       2.68 |       0.30 |       0.01 |       2.06 |       2.97 |       0.59
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |     832419 |     526520 |    1407529 |     222037 |       4906 |     514645 |    1818264 |     151937
    num misses                       |     661076 |     109767 |       9045 |      35124 |       4288 |      50813 |      13634 |      45432
    miss rate                        |     79.42% |     20.85% |      0.64% |     15.82% |     87.40% |      9.87% |      0.75% |     29.90%
    mpki                             |       2.51 |       0.31 |       0.02 |       0.05 |       0.01 |       0.20 |       0.02 |       0.18
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |   31423476 |   45864569 |   76902449 |   83153035 |   32290238 |   34415971 |   74297961 |   26128643
    num cache misses                 |      12070 |     304766 |    2328502 |     173646 |      28488 |    2025156 |     744060 |      22513
    miss rate                        |      0.04% |      0.66% |      3.03% |      0.21% |      0.09% |      5.88% |      1.00% |      0.09%
    mpki                             |       0.05 |       0.87 |       4.44 |       0.23 |       0.07 |       8.10 |       1.21 |       0.09
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |  121124406 |  118305431 |  251631222 |  349325469 |  124006774 |   96931773 |  258254099 |   89651602
    num cache misses                 |    1882551 |     573121 |    8389704 |    2096521 |     328896 |    2385176 |    1399663 |    3294002
    miss rate                        |      1.55% |      0.48% |      3.33% |      0.60% |      0.27% |      2.46% |      0.54% |      3.67%
    mpki                             |       7.15 |       1.63 |      15.98 |       2.82 |       0.75 |       9.54 |       2.28 |      12.69
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |    2108228 |    1004200 |   10734373 |    2272548 |     387888 |    4554144 |    2200321 |    3778141
    num cache misses                 |    1627545 |     479576 |     407731 |    1301099 |     340571 |    2372621 |     463277 |    2661793
    miss rate                        |     77.20% |     47.76% |      3.80% |     57.25% |     87.80% |     52.10% |     21.05% |     70.45%
    mpki                             |       6.18 |       1.36 |       0.78 |       1.75 |       0.78 |       9.49 |       0.76 |      10.25
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |    1873998 |     608961 |     426980 |    1303727 |     371397 |    2517528 |     521489 |    3151700
    num cache misses                 |     794536 |     451289 |     344605 |     219931 |     336973 |     869315 |     436683 |    2560688
    miss rate                        |     42.40% |     74.11% |     80.71% |     16.87% |     90.73% |     34.53% |     83.74% |     81.25%
    mpki                             |       3.02 |       1.28 |       0.66 |       0.30 |       0.77 |       3.48 |       0.71 |       9.87
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |    8367289 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |     124.81 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      14.80 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     56.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
