                                   | Core 0    
  Instructions                     |  499999978
  Cycles                           |  352572147
  IPC                              |       1.42
  Time (ns)                        |  117524049
Branch predictor stats             |           
  num correct                      |   75184359
  num incorrect                    |    8433234
  misprediction rate               |     10.09%
  mpki                             |      16.87
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   79977756
    num misses                     |       3035
    miss rate                      |      0.00%
    mpki                           |       0.01
  D-TLB                            |           
    num accesses                   |  200753915
    num misses                     |    1048948
    miss rate                      |      0.52%
    mpki                           |       2.10
  L2 TLB                           |           
    num accesses                   |    1051983
    num misses                     |     152878
    miss rate                      |     14.53%
    mpki                           |       0.31
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   79977756
    num cache misses               |    1444532
    miss rate                      |      1.81%
    mpki                           |       2.89
  Cache L1-D                       |           
    num cache accesses             |  200753915
    num cache misses               |    1768647
    miss rate                      |      0.88%
    mpki                           |       3.54
  Cache L2                         |           
    num cache accesses             |    3254788
    num cache misses               |    1706857
    miss rate                      |     52.44%
    mpki                           |       3.41
  Cache L3                         |           
    num cache accesses             |    1748611
    num cache misses               |     401666
    miss rate                      |     22.97%
    mpki                           |       0.80
DRAM summary                       |           
  num dram accesses                |     452697
  average dram access latency (ns) |      69.90
  average dram queueing delay      |       4.88
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
