                                   | Core 0    
  Instructions                     |   99999946
  Cycles                           |   93196686
  IPC                              |       1.07
  Time (ns)                        |   31065562
Branch predictor stats             |           
  num correct                      |    7935581
  num incorrect                    |     671619
  misprediction rate               |      7.80%
  mpki                             |       6.72
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   10577831
    num misses                     |         37
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   29343428
    num misses                     |      80285
    miss rate                      |      0.27%
    mpki                           |       0.80
  L2 TLB                           |           
    num accesses                   |      80322
    num misses                     |       3359
    miss rate                      |      4.18%
    mpki                           |       0.03
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   10577831
    num cache misses               |     216687
    miss rate                      |      2.05%
    mpki                           |       2.17
  Cache L1-D                       |           
    num cache accesses             |   29343428
    num cache misses               |     335981
    miss rate                      |      1.14%
    mpki                           |       3.36
  Cache L2                         |           
    num cache accesses             |     572074
    num cache misses               |     241738
    miss rate                      |     42.26%
    mpki                           |       2.42
  Cache L3                         |           
    num cache accesses             |     261311
    num cache misses               |     231645
    miss rate                      |     88.65%
    mpki                           |       2.32
DRAM summary                       |           
  num dram accesses                |     313047
  average dram access latency (ns) |      75.16
  average dram queueing delay      |      10.14
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
