                                     | Core 0       | Core 1       | Core 2       | Core 3       | Core 4       | Core 5       | Core 6       | Core 7       | Core 8       | Core 9       | Core 10      | Core 11      | Core 12      | Core 13      | Core 14      | Core 15     
  Instructions                       |   2068467036 |  22507603979 |   7423641288 |   3361514158 |   1912430451 |    249999989 |  16650978443 |   4238392614 |    890259355 |   1356265115 |   3821927478 |    847836306 |   3468112292 |   1312608351 |   4312219612 |   2218086369
  Cycles                             |  10611589128 |  10611587594 |  10611587710 |  10611588930 |  10611588954 |  10611577937 |  10611587709 |  10611587700 |  10611587819 |  10611587786 |  10611588908 |  10611589110 |  10611589016 |  10611587700 |  10611587590 |  10611588004
  IPC                                |         0.19 |         2.12 |         0.70 |         0.32 |         0.18 |         0.02 |         1.57 |         0.40 |         0.08 |         0.13 |         0.36 |         0.08 |         0.33 |         0.12 |         0.41 |         0.21
  Time (ns)                          |   3537196376 |   3537195865 |   3537195903 |   3537196310 |   3537196318 |   3537192646 |   3537195903 |   3537195900 |   3537195940 |   3537195929 |   3537196303 |   3537196370 |   3537196339 |   3537195900 |   3537195863 |   3537196001
Branch predictor stats               |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
  num correct                        |     69201606 |   1036504761 |   1135104078 |     76965831 |    116237678 |     43244780 |   3072946152 |     78008486 |    145581417 |    107529245 |    413892767 |    116634644 |    527866820 |     25847006 |      5614761 |    137141116
  num incorrect                      |     32437028 |      8627529 |    290803328 |      1370774 |     69947318 |     11689069 |    209632264 |     11830486 |      9114583 |      8793621 |     63022720 |     16012796 |    113513114 |     35453155 |        95152 |      4742070
  misprediction rate                 |       31.91% |        0.83% |       20.39% |        1.75% |       37.57% |       21.28% |        6.39% |       13.17% |        5.89% |        7.56% |       13.21% |       12.07% |       17.70% |       57.84% |        1.67% |        3.34%
  mpki                               |        15.68 |         0.38 |        39.17 |         0.41 |        36.58 |        46.76 |        12.59 |         2.79 |        10.24 |         6.48 |        16.49 |        18.89 |        32.73 |        27.01 |         0.02 |         2.14
TLB Summary                          |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
  I-TLB                              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
    num accesses                     |    161779190 |   1721947801 |    965797750 |    301103299 |    228210219 |     23761816 |   2730341090 |    403119252 |    148837576 |    113970799 |    449833267 |    148586161 |    478998217 |    146022892 |    493955622 |    210828929
    num misses                       |            3 |           43 |           19 |            4 |           10 |            3 |           39 |          123 |            4 |           42 |           10 |          101 |          622 |           14 |            6 |           22
    miss rate                        |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00%
    mpki                             |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00
  D-TLB                              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
