                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |  2204306225 |  1066473328 |  2166978668 |  1184455137 |  3824382555 |   489011772 |  6014613267 |  3509149111 |  8077194654 |   453700093 |   691322555 |  4056312067 |   249999981 |  1714860014 |  1882263747 |  7320303723
  Cycles                             |  4435793702 |  4435794087 |  4435793933 |  4435794191 |  4435793712 |  4435793942 |  4435793700 |  4435793710 |  4435793687 |  4435793755 |  4435793997 |  4435793886 |  4435789026 |  4435794115 |  4435793717 |  4435793700
  IPC                                |        0.50 |        0.24 |        0.49 |        0.27 |        0.86 |        0.11 |        1.36 |        0.79 |        1.82 |        0.10 |        0.16 |        0.91 |        0.06 |        0.39 |        0.42 |        1.65
  Time (ns)                          |  1478597901 |  1478598029 |  1478597978 |  1478598064 |  1478597904 |  1478597981 |  1478597900 |  1478597903 |  1478597896 |  1478597918 |  1478597999 |  1478597962 |  1478596342 |  1478598038 |  1478597906 |  1478597900
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |   133991705 |    35108246 |     2821468 |    72830896 |   217805386 |    67268108 |   265528727 |    65327900 |  1490650695 |    75312999 |    54896295 |   186792968 |    58565837 |    39386583 |   286281690 |   487576297
  num incorrect                      |    80629952 |    16523767 |       47816 |     2590863 |    36885325 |     9231911 |    15075904 |     9967697 |   101690667 |     4580316 |     4505705 |     1553563 |     6500447 |      702039 |    61698024 |    83730128
  misprediction rate                 |      37.57% |      32.00% |       1.67% |       3.44% |      14.48% |      12.07% |       5.37% |      13.24% |       6.39% |       5.73% |       7.59% |       0.82% |       9.99% |       1.75% |      17.73% |      14.66%
  mpki                               |       36.58 |       15.49 |        0.02 |        2.19 |        9.64 |       18.88 |        2.51 |        2.84 |       12.59 |       10.10 |        6.52 |        0.38 |       26.00 |        0.41 |       32.78 |       11.44
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   263068638 |    83301525 |   248223004 |   112661642 |   429676986 |    85656074 |   572818175 |   334088615 |  1324458400 |    76542449 |    57704463 |   310324235 |    21135842 |   153424632 |   259762258 |   888208269
    num misses                       |          10 |           3 |           6 |          22 |          56 |          92 |           8 |         114 |          39 |           4 |          42 |          43 |       17441 |           4 |         369 |          18
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.08% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.07 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
