                                   | Core 0    
  Instructions                     |   99999970
  Cycles                           |  141729327
  IPC                              |       0.71
  Time (ns)                        |   47243109
Branch predictor stats             |           
  num correct                      |   14944047
  num incorrect                    |    1702954
  misprediction rate               |     10.23%
  mpki                             |      17.03
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   15998319
    num misses                     |        560
    miss rate                      |      0.00%
    mpki                           |       0.01
  D-TLB                            |           
    num accesses                   |   40292073
    num misses                     |     209343
    miss rate                      |      0.52%
    mpki                           |       2.09
  L2 TLB                           |           
    num accesses                   |     209903
    num misses                     |      31759
    miss rate                      |     15.13%
    mpki                           |       0.32
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   15998319
    num cache misses               |     397688
    miss rate                      |      2.49%
    mpki                           |       3.98
  Cache L1-D                       |           
    num cache accesses             |   40292073
    num cache misses               |     527873
    miss rate                      |      1.31%
    mpki                           |       5.28
  Cache L2                         |           
    num cache accesses             |    1017671
    num cache misses               |     801947
    miss rate                      |     78.80%
    mpki                           |       8.02
  Cache L3                         |           
    num cache accesses             |     894138
    num cache misses               |     784659
    miss rate                      |     87.76%
    mpki                           |       7.85
DRAM summary                       |           
  num dram accesses                |    1552934
  average dram access latency (ns) |      50.97
  average dram queueing delay      |       0.97
Coherency Traffic                  |           
  num loads from dram              |     421236
  num loads from dram cache        |          0
  num loads from remote cache      |          0
