                                   | Core 0    
  Instructions                     |  249999941
  Cycles                           |  186257878
  IPC                              |       1.34
  Time (ns)                        |   62085960
Branch predictor stats             |           
  num correct                      |   37707678
  num incorrect                    |    4237467
  misprediction rate               |     10.10%
  mpki                             |      16.95
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   40025757
    num misses                     |       1554
    miss rate                      |      0.00%
    mpki                           |       0.01
  D-TLB                            |           
    num accesses                   |  100673480
    num misses                     |     560372
    miss rate                      |      0.56%
    mpki                           |       2.24
  L2 TLB                           |           
    num accesses                   |     561926
    num misses                     |      79932
    miss rate                      |     14.22%
    mpki                           |       0.32
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   40025757
    num cache misses               |     739289
    miss rate                      |      1.85%
    mpki                           |       2.96
  Cache L1-D                       |           
    num cache accesses             |  100673480
    num cache misses               |     920092
    miss rate                      |      0.91%
    mpki                           |       3.68
  Cache L2                         |           
    num cache accesses             |    1689958
    num cache misses               |     897988
    miss rate                      |     53.14%
    mpki                           |       3.59
  Cache L3                         |           
    num cache accesses             |     928686
    num cache misses               |     272132
    miss rate                      |     29.30%
    mpki                           |       1.09
DRAM summary                       |           
  num dram accesses                |     315809
  average dram access latency (ns) |      69.92
  average dram queueing delay      |       4.90
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
