                                   | Core 0    
  Instructions                     |  499999910
  Cycles                           |  522998036
  IPC                              |       0.96
  Time (ns)                        |  174332679
Branch predictor stats             |           
  num correct                      |   29744671
  num incorrect                    |     763553
  misprediction rate               |      2.50%
  mpki                             |       1.53
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   49761683
    num misses                     |         14
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |  150085290
    num misses                     |    2680928
    miss rate                      |      1.79%
    mpki                           |       5.36
  L2 TLB                           |           
    num accesses                   |    2680942
    num misses                     |     173669
    miss rate                      |      6.48%
    mpki                           |       0.35
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   49761683
    num cache misses               |      54917
    miss rate                      |      0.11%
    mpki                           |       0.11
  Cache L1-D                       |           
    num cache accesses             |  150085290
    num cache misses               |   12561230
    miss rate                      |      8.37%
    mpki                           |      25.12
  Cache L2                         |           
    num cache accesses             |   12632806
    num cache misses               |    4001670
    miss rate                      |     31.68%
    mpki                           |       8.00
  Cache L3                         |           
    num cache accesses             |    4018406
    num cache misses               |    3172271
    miss rate                      |     78.94%
    mpki                           |       6.34
DRAM summary                       |           
  num dram accesses                |    4346727
  average dram access latency (ns) |     113.98
  average dram queueing delay      |      28.94
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
