                                     | Core 0       | Core 1       | Core 2       | Core 3       | Core 4       | Core 5       | Core 6       | Core 7       | Core 8       | Core 9       | Core 10      | Core 11      | Core 12      | Core 13      | Core 14      | Core 15     
  Instructions                       |   2168042671 |  20207179872 |   7677965374 |   3580574710 |   1995958456 |    249999989 |  17219748258 |   4475838318 |    903781525 |   1402781745 |   6238783611 |    878538202 |   3541582213 |   1374581387 |   4592301109 |   2313762610
  Cycles                             |  10937254931 |  10937254500 |  10937254843 |  10937254538 |  10937255281 |  10937215600 |  10937254500 |  10937255370 |  10937254546 |  10937255339 |  10937254846 |  10937254516 |  10937254971 |  10937254704 |  10937254619 |  10937254990
  IPC                                |         0.20 |         1.85 |         0.70 |         0.33 |         0.18 |         0.02 |         1.57 |         0.41 |         0.08 |         0.13 |         0.57 |         0.08 |         0.32 |         0.13 |         0.42 |         0.21
  Time (ns)                          |   3645751644 |   3645751500 |   3645751615 |   3645751513 |   3645751761 |   3645738534 |   3645751500 |   3645751790 |   3645751516 |   3645751780 |   3645751616 |   3645751506 |   3645751657 |   3645751568 |   3645751540 |   3645751664
Branch predictor stats               |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
  num correct                        |     70815018 |    930556549 |   1173984309 |     82511584 |    121343944 |     43244780 |   3177912044 |     82171331 |    147887576 |    111281459 |    676596138 |    120794171 |    540278807 |     26535843 |      5987903 |    143242052
  num incorrect                      |     33396170 |      7743732 |    300757281 |      1469971 |     73018162 |     11689069 |    216792593 |     12440434 |      9243525 |      9112548 |    103319465 |     16594513 |    115251322 |     36555295 |       101476 |      4834248
  misprediction rate                 |       32.05% |        0.83% |       20.39% |        1.75% |       37.57% |       21.28% |        6.39% |       13.15% |        5.88% |        7.57% |       13.25% |       12.08% |       17.58% |       57.94% |        1.67% |        3.26%
  mpki                               |        15.40 |         0.38 |        39.17 |         0.41 |        36.58 |        46.76 |        12.59 |         2.78 |        10.23 |         6.50 |        16.56 |        18.89 |        32.54 |        26.59 |         0.02 |         2.09
TLB Summary                          |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
  I-TLB                              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
    num accesses                     |    169287039 |   1545943066 |    998872077 |    320770041 |    238261242 |     23761816 |   2823604991 |    425842239 |    151272682 |    117401394 |    734817918 |    153929789 |    487891480 |    151395817 |    526013906 |    219738579
    num misses                       |            3 |           43 |           19 |            4 |           10 |            3 |           39 |          126 |            4 |           42 |           10 |          105 |          634 |           14 |            6 |           22
    miss rate                        |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00%
    mpki                             |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00
  D-TLB                              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
    num accesses                     |    952097333 |  11627884141 |   2584542791 |   1405473545 |    917561665 |     88558906 |   5611881186 |   2277919951 |    274862292 |    386187666 |   2801560498 |    409378217 |   1373567282 |    512554544 |   3435321673 |    765721999
    num misses                       |       981242 |      1568117 |     11435714 |       744635 |      6315169 |     21159936 |           23 |      5047709 |       323753 |      1898381 |     28045181 |     15938651 |      7299432 |      3637615 |    123986821 |      6213952
    miss rate                        |        0.10% |        0.01% |        0.44% |        0.05% |        0.69% |       23.89% |        0.00% |        0.22% |        0.12% |        0.49% |        1.00% |        3.89% |        0.53% |        0.71% |        3.61% |        0.81%
    mpki                             |         0.45 |         0.08 |         1.49 |         0.21 |         3.16 |        84.64 |         0.00 |         1.13 |         0.36 |         1.35 |         4.50 |        18.14 |         2.06 |         2.65 |        27.00 |         2.69
  L2 TLB                             |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
    num accesses                     |       981245 |      1568160 |     11435733 |       744639 |      6315179 |     21159939 |           62 |      5047835 |       323757 |      1898423 |     28045191 |     15938756 |      7300066 |      3637629 |    123986827 |      6213974
    num misses                       |       663822 |       448558 |      2395102 |       391163 |      5022062 |     10898660 |           62 |        68524 |       323757 |       590972 |      2474209 |      4775014 |       712917 |      3637586 |     88432177 |       602856
    miss rate                        |       67.65% |       28.60% |       20.94% |       52.53% |       79.52% |       51.51% |      100.00% |        1.36% |      100.00% |       31.13% |        8.82% |       29.96% |        9.77% |      100.00% |       71.32% |        9.70%
    mpki                             |         0.31 |         0.02 |         0.31 |         0.11 |         2.52 |        43.59 |         0.00 |         0.02 |         0.36 |         0.42 |         0.40 |         5.44 |         0.20 |         2.65 |        19.26 |         0.26
Cache Summary                        |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
  Cache L1-I                         |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
    num cache accesses               |    169287039 |   1545943066 |    998872077 |    320770041 |    238261242 |     23761816 |   2823604991 |    425842239 |    151272682 |    117401394 |    734817918 |    153929789 |    487891480 |    151395817 |    526013906 |    219738579
    num cache misses                 |       253436 |      1396121 |      5735102 |       477975 |       135189 |       201070 |     27574200 |       852907 |        27635 |       228736 |       553212 |      3490053 |     28582929 |       112438 |      2349597 |      1482426
    miss rate                        |        0.15% |        0.09% |        0.57% |        0.15% |        0.06% |        0.85% |        0.98% |        0.20% |        0.02% |        0.19% |        0.08% |        2.27% |        5.86% |        0.07% |        0.45% |        0.67%
    mpki                             |         0.12 |         0.07 |         0.75 |         0.13 |         0.07 |         0.80 |         1.60 |         0.19 |         0.03 |         0.16 |         0.09 |         3.97 |         8.07 |         0.08 |         0.51 |         0.64
  Cache L1-D                         |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
    num cache accesses               |    952097333 |  11627884141 |   2584542791 |   1405473545 |    917561665 |     88558906 |   5611881186 |   2277919951 |    274862292 |    386187666 |   2801560498 |    409378217 |   1373567282 |    512554544 |   3435321673 |    765721999
    num cache misses                 |     48099475 |    109285671 |     11156201 |     36357596 |     14335335 |     28807631 |       529673 |     35239746 |     20726609 |     20733946 |     90034017 |     23479436 |     33109564 |     39802541 |     37843215 |     44403043
    miss rate                        |        5.05% |        0.94% |        0.43% |        2.59% |        1.56% |       32.53% |        0.01% |        1.55% |        7.54% |        5.37% |        3.21% |        5.74% |        2.41% |        7.77% |        1.10% |        5.80%
