                                     | Core 0      | Core 1      | Core 2      | Core 3     
  Instructions                       |  1615263587 |   249999989 |   953426847 |  2421275404
  Cycles                             |  5351744426 |  5351740441 |  5351744432 |  5351744379
  IPC                                |        0.30 |        0.05 |        0.18 |        0.45
  Time (ns)                          |  1783914809 |  1783913480 |  1783914811 |  1783914793
Branch predictor stats               |             |             |             |            
  num correct                        |   128033254 |    43244780 |   161052030 |   263068685
  num incorrect                      |    10472477 |    11689069 |    14900060 |    40167571
  misprediction rate                 |       7.56% |      21.28% |       8.47% |      13.25%
  mpki                               |        6.48 |       46.76 |       15.63 |       16.59
TLB Summary                          |             |             |             |            
  I-TLB                              |             |             |             |            
    num accesses                     |   135507046 |    23761816 |   110541690 |   285312023
    num misses                       |          42 |           3 |          42 |          10
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |            
    num accesses                     |   444598254 |    88558906 |   331315909 |  1086001426
    num misses                       |     2172445 |    21161469 |     5673036 |    11104412
    miss rate                        |       0.49% |      23.90% |       1.71% |       1.02%
    mpki                             |        1.34 |       84.65 |        5.95 |        4.59
  L2 TLB                             |             |             |             |            
    num accesses                     |     2172487 |    21161472 |     5673078 |    11104422
    num misses                       |      677811 |    10898925 |     1535428 |      987374
    miss rate                        |      31.20% |      51.50% |      27.07% |       8.89%
    mpki                             |        0.42 |       43.60 |        1.61 |        0.41
Cache Summary                        |             |             |             |            
  Cache L1-I                         |             |             |             |            
    num cache accesses               |   135507046 |    23761816 |   110541690 |   285312023
    num cache misses                 |      350955 |      561890 |      190745 |      279587
    miss rate                        |       0.26% |       2.36% |       0.17% |       0.10%
    mpki                             |        0.22 |        2.25 |        0.20 |        0.12
  Cache L1-D                         |             |             |             |            
    num cache accesses               |   444598254 |    88558906 |   331315909 |  1086001426
    num cache misses                 |    26706663 |    31307775 |    41039471 |    36445018
    miss rate                        |       6.01% |      35.35% |      12.39% |       3.36%
    mpki                             |       16.53 |      125.23 |       43.04 |       15.05
  Cache L2                           |             |             |             |            
    num cache accesses               |    27387387 |    36397734 |    49168860 |    37764376
    num cache misses                 |    24563581 |    29746002 |    36651460 |    24302214
    miss rate                        |      89.69% |      81.72% |      74.54% |      64.35%
    mpki                             |       15.21 |      118.98 |       38.44 |       10.04
  Cache L3                           |             |             |             |            
    num cache accesses               |    24894159 |    34283842 |    44592276 |    25396209
    num cache misses                 |    24444048 |    29566142 |    36013810 |    23237703
    miss rate                        |      98.19% |      86.24% |      80.76% |      91.50%
    mpki                             |       15.13 |      118.26 |       37.77 |        9.60
DRAM summary                         |             |             |             |            
  num dram accesses                  |   141383737 |           0 |           0 |           0
  average dram access latency (ns)   |      155.21 |         inf |         inf |         inf
  average dram queueing delay        |       45.20 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      79.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0
