                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  332615027 |  470589815 |  249999879 |  320585978
  Cycles                             |  314794433 |  314794743 |  314790826 |  314794327
  IPC                                |       1.06 |       1.49 |       0.79 |       1.02
  Time (ns)                          |  104931478 |  104931581 |  104930275 |  104931442
Branch predictor stats               |            |            |            |           
  num correct                        |    8067947 |   20675570 |    5768210 |   15455680
  num incorrect                      |    1150565 |    1166855 |     102901 |   12860333
  misprediction rate                 |     12.48% |      5.34% |      1.75% |     45.42%
  mpki                               |       3.46 |       2.48 |       0.41 |      40.12
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   32206576 |   44971502 |   22339856 |   24928489
    num misses                       |         62 |          8 |          4 |         52
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |  164256701 |  143482804 |   98207449 |   92716884
    num misses                       |     437360 |      45339 |      52320 |       4649
    miss rate                        |      0.27% |      0.03% |      0.05% |      0.01%
    mpki                             |       1.31 |       0.10 |       0.21 |       0.01
  L2 TLB                             |            |            |            |           
    num accesses                     |     437422 |      45347 |      52324 |       4701
    num misses                       |       6222 |       1325 |      27300 |       4245
    miss rate                        |      1.42% |      2.92% |     52.17% |     90.30%
    mpki                             |       0.02 |       0.00 |       0.11 |       0.01
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   32206576 |   44971502 |   22339856 |   24928489
    num cache misses                 |      64835 |      13359 |      59811 |      10176
    miss rate                        |      0.20% |      0.03% |      0.27% |      0.04%
    mpki                             |       0.19 |       0.03 |       0.24 |       0.03
  Cache L1-D                         |            |            |            |           
    num cache accesses               |  164256701 |  143482804 |   98207449 |   92716884
    num cache misses                 |    2851147 |    3876338 |    2672945 |     286049
    miss rate                        |      1.74% |      2.70% |      2.72% |      0.31%
    mpki                             |       8.57 |       8.24 |      10.69 |       0.89
  Cache L2                           |            |            |            |           
    num cache accesses               |    2936872 |    3930354 |    2770646 |     306248
    num cache misses                 |    1389798 |     232007 |    2093628 |     284333
    miss rate                        |     47.32% |      5.90% |     75.56% |     92.84%
    mpki                             |       4.18 |       0.49 |       8.37 |       0.89
  Cache L3                           |            |            |            |           
    num cache accesses               |    1410821 |     273236 |    2142841 |     294442
    num cache misses                 |     195134 |     165355 |    2016135 |     282156
    miss rate                        |     13.83% |     60.52% |     94.09% |     95.83%
    mpki                             |       0.59 |       0.35 |       8.06 |       0.88
DRAM summary                         |            |            |            |           
  num dram accesses                  |    3491371 |          0 |          0 |          0
  average dram access latency (ns)   |     114.36 |        inf |        inf |        inf
  average dram queueing delay        |       4.35 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     33.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
