                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  4158319865 |   808884459 |  4155341698 |   249999989 |  3891835284 |  3263391642 |   553288207 |  1101575851
  Cycles                             |  5055918300 |  5055918365 |  5055918300 |  5055913832 |  5055918380 |  5055918268 |  5055918533 |  5055918603
  IPC                                |        0.82 |        0.16 |        0.82 |        0.05 |        0.77 |        0.65 |        0.11 |        0.22
  Time (ns)                          |  1685306100 |  1685306122 |  1685306100 |  1685304611 |  1685306127 |  1685306089 |  1685306178 |  1685306201
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |   222835539 |   111242310 |    77390845 |    43244780 |   501132012 |    75229821 |   129663049 |   186538193
  num incorrect                      |   158361423 |    15252745 |    11723583 |    11689069 |   117017203 |     1341831 |    14404269 |    17177739
  misprediction rate                 |      41.54% |      12.06% |      13.16% |      21.28% |      18.93% |       1.75% |      10.00% |       8.43%
  mpki                               |       38.08 |       18.86 |        2.82 |       46.76 |       30.07 |        0.41 |       26.03 |       15.59
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   337939966 |   141721851 |   395627057 |    23761816 |   545763504 |   291633938 |    46777777 |   127825415
    num misses                       |          52 |         100 |         122 |           3 |         267 |           4 |       37759 |          42
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.08% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.07 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |  1224891494 |   376977573 |  2111020319 |    88558906 |  1520813338 |  1281570125 |   191685435 |   382229179
    num misses                       |       72489 |    14668950 |     4729305 |    21160620 |     2713139 |      683646 |     2915959 |     6493783
    miss rate                        |       0.01% |       3.89% |       0.22% |      23.89% |       0.18% |       0.05% |       1.52% |       1.70%
    mpki                             |        0.02 |       18.13 |        1.14 |       84.64 |        0.70 |        0.21 |        5.27 |        5.89
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |       72541 |    14669050 |     4729427 |    21160623 |     2713406 |      683650 |     2953718 |     6493825
    num misses                       |       64648 |     4405279 |       64358 |    10898778 |      432672 |      355777 |     2499419 |     1768124
    miss rate                        |      89.12% |      30.03% |       1.36% |      51.50% |      15.95% |      52.04% |      84.62% |      27.23%
    mpki                             |        0.02 |        5.45 |        0.02 |       43.60 |        0.11 |        0.11 |        4.52 |        1.61
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |   337939966 |   141721851 |   395627057 |    23761816 |   545763504 |   291633938 |    46777777 |   127825415
    num cache misses                 |      551208 |     3461278 |      766649 |      220203 |    17330721 |      498877 |      940686 |      155061
    miss rate                        |       0.16% |       2.44% |       0.19% |       0.93% |       3.18% |       0.17% |       2.01% |       0.12%
    mpki                             |        0.13 |        4.28 |        0.18 |        0.88 |        4.45 |        0.15 |        1.70 |        0.14
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |  1224891494 |   376977573 |  2111020319 |    88558906 |  1520813338 |  1281570125 |   191685435 |   382229179
    num cache misses                 |     5183225 |    21868833 |    32665396 |    28878858 |    19317345 |    33515754 |    16631477 |    44935763
    miss rate                        |       0.42% |       5.80% |       1.55% |      32.61% |       1.27% |       2.62% |       8.68% |      11.76%
    mpki                             |        1.25 |       27.04 |        7.86 |      115.52 |        4.96 |       10.27 |       30.06 |       40.79
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |     6168731 |    30610789 |    34779841 |    32958749 |    37783368 |    34206939 |    17641269 |    49459278
    num cache misses                 |     5683500 |    21957207 |    18319042 |    25010432 |    17688522 |    24141611 |    16920719 |    39953165
    miss rate                        |      92.13% |      71.73% |      52.67% |      75.88% |      46.82% |      70.58% |      95.92% |      80.78%
    mpki                             |        1.37 |       27.15 |        4.41 |      100.04 |        4.55 |        7.40 |       30.58 |       36.27
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |     6118932 |    27248889 |    19667673 |    28896562 |    18832806 |    24407472 |    16991461 |    44323368
    num cache misses                 |     5587285 |    17989750 |     4633528 |    21140959 |     5257633 |    22943078 |    15903266 |    23172408
    miss rate                        |      91.31% |      66.02% |      23.56% |      73.16% |      27.92% |      94.00% |      93.60% |      52.28%
    mpki                             |        1.34 |       22.24 |        1.12 |       84.56 |        1.35 |        7.03 |       28.74 |       21.04
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |   150919300 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      180.48 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |       70.47 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      89.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
