                                   | Core 0    
  Instructions                     |  249999884
  Cycles                           |  218429517
  IPC                              |       1.14
  Time (ns)                        |   72809839
Branch predictor stats             |           
  num correct                      |   13325983
  num incorrect                    |     311809
  misprediction rate               |      2.29%
  mpki                             |       1.25
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   24892730
    num misses                     |         47
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   86640605
    num misses                     |     133063
    miss rate                      |      0.15%
    mpki                           |       0.53
  L2 TLB                           |           
    num accesses                   |     133110
    num misses                     |      40811
    miss rate                      |     30.66%
    mpki                           |       0.16
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   24892730
    num cache misses               |      22733
    miss rate                      |      0.09%
    mpki                           |       0.09
  Cache L1-D                       |           
    num cache accesses             |   86640605
    num cache misses               |    3028820
    miss rate                      |      3.50%
    mpki                           |      12.12
  Cache L2                         |           
    num cache accesses             |    3515212
    num cache misses               |    2445635
    miss rate                      |     69.57%
    mpki                           |       9.78
  Cache L3                         |           
    num cache accesses             |    2922421
    num cache misses               |    2222698
    miss rate                      |     76.06%
    mpki                           |       8.89
DRAM summary                       |           
  num dram accesses                |    3152008
  average dram access latency (ns) |      50.75
  average dram queueing delay      |       0.75
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
