                                   | Core 0     
  Instructions                     |    99999890
  Cycles                           |  1451321156
  IPC                              |        0.07
  Time (ns)                        |   483773719
Branch predictor stats             |            
  num correct                      |    16987764
  num incorrect                    |     4886023
  misprediction rate               |      22.34%
  mpki                             |       48.86
TLB Summary                        |            
  I-TLB                            |            
    num accesses                   |     9678072
    num misses                     |           3
    miss rate                      |       0.00%
    mpki                           |        0.00
  D-TLB                            |            
    num accesses                   |    35503728
    num misses                     |     8311942
    miss rate                      |      23.41%
    mpki                           |       83.12
  L2 TLB                           |            
    num accesses                   |     8311945
    num misses                     |     4149865
    miss rate                      |      49.93%
    mpki                           |       41.50
Cache Summary                      |            
  Cache L1-I                       |            
    num cache accesses             |     9678072
    num cache misses               |       74704
    miss rate                      |       0.77%
    mpki                           |        0.75
  Cache L1-D                       |            
    num cache accesses             |    35503728
    num cache misses               |    11428198
    miss rate                      |      32.19%
    mpki                           |      114.28
  Cache L2                         |            
    num cache accesses             |    13265609
    num cache misses               |     9819362
    miss rate                      |      74.02%
    mpki                           |       98.19
  Cache L3                         |            
    num cache accesses             |    11596824
    num cache misses               |     9209293
    miss rate                      |      79.41%
    mpki                           |       92.09
DRAM summary                       |            
  num dram accesses                |    11126100
  average dram access latency (ns) |      108.07
  average dram queueing delay      |       23.03
Coherency Traffic                  |            
  num loads from dram              |           0
  num loads from dram cache        |           0
  num loads from remote cache      |           0
