                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |  278463317 |  345040684 |  514974377 |  610527219 |  378160943 |  256943042 |  646872946 |  249999895
  Cycles                             |  366842712 |  366842700 |  366842564 |  366842701 |  366842708 |  366842711 |  366842700 |  366839718
  IPC                                |       0.76 |       0.94 |       1.40 |       1.66 |       1.03 |       0.70 |       1.76 |       0.68
  Time (ns)                          |  122280904 |  122280900 |  122280855 |  122280900 |  122280903 |  122280904 |  122280900 |  122279906
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |   16916517 |   52643950 |   41402710 |   35138771 |   16908881 |   39156619 |   43329930 |   13325983
  num incorrect                      |   10179596 |   13635926 |    6960188 |    5992165 |   15667895 |    8380481 |    7354717 |     311809
  misprediction rate                 |     37.57% |     20.57% |     14.39% |     14.57% |     48.10% |     17.63% |     14.51% |      2.29%
  mpki                               |      36.56 |      39.52 |      13.52 |       9.81 |      41.43 |      32.62 |      11.37 |       1.25
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   33211705 |   44949470 |   75436161 |   69243396 |   28542044 |   35427983 |   78366803 |   24892730
    num misses                       |         10 |         19 |         65 |         56 |         52 |        140 |         18 |         47
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |  128126581 |  115959039 |  246856937 |  286017698 |  108047620 |   99684492 |  272225600 |   86640595
    num misses                       |     878528 |     515805 |    1379801 |     183766 |       4854 |     530483 |    1880516 |     133009
    miss rate                        |      0.69% |      0.44% |      0.56% |      0.06% |      0.00% |      0.53% |      0.69% |      0.15%
    mpki                             |       3.15 |       1.49 |       2.68 |       0.30 |       0.01 |       2.06 |       2.91 |       0.53
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |     878538 |     515824 |    1379866 |     183822 |       4906 |     530623 |    1880534 |     133056
    num misses                       |     697523 |     107460 |       8888 |      28880 |       4288 |      51504 |      14101 |      40811
    miss rate                        |     79.40% |     20.83% |      0.64% |     15.71% |     87.40% |      9.71% |      0.75% |     30.67%
    mpki                             |       2.50 |       0.31 |       0.02 |       0.05 |       0.01 |       0.20 |       0.02 |       0.16
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |   33211705 |   44949470 |   75436161 |   69243396 |   28542044 |   35427983 |   78366803 |   24892730
    num cache misses                 |      12625 |     176462 |    2233251 |     136851 |       4278 |    2022622 |     637367 |      14517
    miss rate                        |      0.04% |      0.39% |      2.96% |      0.20% |      0.01% |      5.71% |      0.81% |      0.06%
    mpki                             |       0.05 |       0.51 |       4.34 |       0.22 |       0.01 |       7.87 |       0.99 |       0.06
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |  128126581 |  115959039 |  246856937 |  286017698 |  108047620 |   99684492 |  272225600 |   86640595
    num cache misses                 |    1989088 |     456379 |    8153656 |    1704381 |     281237 |    2303450 |    1286030 |    3030070
    miss rate                        |      1.55% |      0.39% |      3.30% |      0.60% |      0.26% |      2.31% |      0.47% |      3.50%
    mpki                             |       7.14 |       1.32 |      15.83 |       2.79 |       0.74 |       8.96 |       1.99 |      12.12
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |    2155200 |     731122 |   10388962 |    1842141 |     290965 |    4424294 |    1935742 |    3436621
    num cache misses                 |    1679728 |     216516 |     116336 |    1032063 |     269071 |    2119143 |      65452 |    2284615
    miss rate                        |     77.94% |     29.61% |      1.12% |     56.03% |     92.48% |     47.90% |      3.38% |     66.48%
    mpki                             |       6.03 |       0.63 |       0.23 |       1.69 |       0.71 |       8.25 |       0.10 |       9.14
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |    1869781 |     316640 |     118750 |    1033156 |     274862 |    2217672 |      77887 |    2691363
    num cache misses                 |     466369 |     174855 |      91634 |     198609 |     268295 |     592331 |      57275 |    2041371
    miss rate                        |     24.94% |     55.22% |     77.17% |     19.22% |     97.61% |     26.71% |     73.54% |     75.85%
    mpki                             |       1.67 |       0.51 |       0.18 |       0.33 |       0.71 |       2.31 |       0.09 |       8.17
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |    5637992 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |     119.36 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       9.35 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     46.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
