                                     | Core 0     | Core 1     | Core 2     | Core 3     
  Instructions                       |  318642669 |  992337488 |  249999888 |  1250631640
  Cycles                             |  754569278 |  754568905 |  754567186 |   754568730
  IPC                                |       0.42 |       1.32 |       0.33 |        1.66
  Time (ns)                          |  251523093 |  251522968 |  251522395 |   251522910
Branch predictor stats               |            |            |            |            
  num correct                        |    2885161 |   79783773 |   19818647 |    83319780
  num incorrect                      |      19310 |   13403272 |    1620730 |    14304053
  misprediction rate                 |      0.66% |     14.38% |      7.56% |      14.65%
  mpki                               |       0.06 |      13.51 |       6.48 |       11.44
TLB Summary                          |            |            |            |            
  I-TLB                              |            |            |            |            
    num accesses                     |   28161609 |  145361289 |   20925725 |   151760646
    num misses                       |          3 |         65 |         42 |          18
    miss rate                        |      0.00% |      0.00% |      0.00% |       0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |        0.00
  D-TLB                              |            |            |            |            
    num accesses                     |   86689173 |  475750482 |   68803936 |   527386502
    num misses                       |     154519 |    2653278 |     336450 |     3751378
    miss rate                        |      0.18% |      0.56% |      0.49% |       0.71%
    mpki                             |       0.48 |       2.67 |       1.35 |        3.00
  L2 TLB                             |            |            |            |            
    num accesses                     |     154522 |    2653343 |     336492 |     3751396
    num misses                       |     154408 |      17014 |     104712 |       28794
    miss rate                        |     99.93% |      0.64% |     31.12% |       0.77%
    mpki                             |       0.48 |       0.02 |       0.42 |        0.02
Cache Summary                        |            |            |            |            
  Cache L1-I                         |            |            |            |            
    num cache accesses               |   28161609 |  145361289 |   20925725 |   151760646
    num cache misses                 |     218762 |    4876137 |      40487 |     1375241
    miss rate                        |      0.78% |      3.35% |      0.19% |       0.91%
    mpki                             |       0.69 |       4.91 |       0.16 |        1.10
  Cache L1-D                         |            |            |            |            
    num cache accesses               |   86689173 |  475750482 |   68803936 |   527386502
    num cache misses                 |   16323238 |   16048514 |    3687797 |     2566534
    miss rate                        |     18.83% |      3.37% |      5.36% |       0.49%
    mpki                             |      51.23 |      16.17 |      14.75 |        2.05
  Cache L2                           |            |            |            |            
    num cache accesses               |   16542005 |   20937499 |    3760677 |     3970654
    num cache misses                 |   10777819 |    3443324 |    3458017 |      548058
    miss rate                        |     65.15% |     16.45% |     91.95% |      13.80%
    mpki                             |      33.82 |       3.47 |      13.83 |        0.44
  Cache L3                           |            |            |            |            
    num cache accesses               |   10777824 |    3458662 |    3490489 |      577801
    num cache misses                 |    9900194 |     273898 |    3034297 |      234794
    miss rate                        |     91.86% |      7.92% |     86.93% |      40.64%
    mpki                             |      31.07 |       0.28 |      12.14 |        0.19
DRAM summary                         |            |            |            |            
  num dram accesses                  |   21196718 |          0 |          0 |           0
  average dram access latency (ns)   |     141.58 |        inf |        inf |         inf
  average dram queueing delay        |      31.57 |       0.00 |       0.00 |        0.00
  average dram bandwidth utilization |     84.00% |      0.00% |      0.00% |       0.00%
Coherency Traffic                    |            |            |            |            
  num loads from dram                |          0 |          0 |          0 |           0
  num loads from dram cache          |          0 |          0 |          0 |           0
  num loads from remote cache        |          0 |          0 |          0 |           0
