                                   | Core 0    
  Instructions                     |   99999948
  Cycles                           |  502024497
  IPC                              |       0.20
  Time (ns)                        |  167341499
Branch predictor stats             |           
  num correct                      |     129398
  num incorrect                    |       2196
  misprediction rate               |      1.67%
  mpki                             |       0.02
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   11457119
    num misses                     |          6
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   74796247
    num misses                     |    2952076
    miss rate                      |      3.95%
    mpki                           |      29.52
  L2 TLB                           |           
    num accesses                   |    2952082
    num misses                     |    1864466
    miss rate                      |     63.16%
    mpki                           |      18.64
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   11457119
    num cache misses               |    2189372
    miss rate                      |     19.11%
    mpki                           |      21.89
  Cache L1-D                       |           
    num cache accesses             |   74796247
    num cache misses               |    3436120
    miss rate                      |      4.59%
    mpki                           |      34.36
  Cache L2                         |           
    num cache accesses             |    6732223
    num cache misses               |    5458267
    miss rate                      |     81.08%
    mpki                           |      54.58
  Cache L3                         |           
    num cache accesses             |    6564998
    num cache misses               |    5441039
    miss rate                      |     82.88%
    mpki                           |      54.41
DRAM summary                       |           
  num dram accesses                |   10865694
  average dram access latency (ns) |      51.72
  average dram queueing delay      |       1.71
Coherency Traffic                  |           
  num loads from dram              |    2535293
  num loads from dram cache        |          0
  num loads from remote cache      |          0
