                                   | Core 0    
  Instructions                     |   99999936
  Cycles                           |  482265365
  IPC                              |       0.21
  Time (ns)                        |  160755122
Branch predictor stats             |           
  num correct                      |     129398
  num incorrect                    |       2196
  misprediction rate               |      1.67%
  mpki                             |       0.02
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   11457119
    num misses                     |          6
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   74796237
    num misses                     |    2945882
    miss rate                      |      3.94%
    mpki                           |      29.46
  L2 TLB                           |           
    num accesses                   |    2945888
    num misses                     |    1853624
    miss rate                      |     62.92%
    mpki                           |      18.54
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   11457119
    num cache misses               |    2189248
    miss rate                      |     19.11%
    mpki                           |      21.89
  Cache L1-D                       |           
    num cache accesses             |   74796237
    num cache misses               |    3435704
    miss rate                      |      4.59%
    mpki                           |      34.36
  Cache L2                         |           
    num cache accesses             |    6718561
    num cache misses               |    5457714
    miss rate                      |     81.23%
    mpki                           |      54.58
  Cache L3                         |           
    num cache accesses             |    6551323
    num cache misses               |    5440486
    miss rate                      |     83.04%
    mpki                           |      54.40
DRAM summary                       |           
  num dram accesses                |   10864588
  average dram access latency (ns) |      51.87
  average dram queueing delay      |       1.87
Coherency Traffic                  |           
  num loads from dram              |    2521738
  num loads from dram cache        |          0
  num loads from remote cache      |          0
