                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |  753425279 |  346798249 |  616456314 |  770084275 |  256664021 |  249999888 |  405474795 |  482767578
  Cycles                             |  466359483 |  466359300 |  466359300 |  466359542 |  466359317 |  466357161 |  466359496 |  466359556
  IPC                                |       1.62 |       0.74 |       1.32 |       1.65 |       0.55 |       0.54 |       0.87 |       1.04
  Time (ns)                          |  155453161 |  155453100 |  155453100 |  155453181 |  155453106 |  155452387 |  155453166 |  155453186
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |  100557352 |    7641565 |   49620823 |   51091975 |   14146907 |   19818647 |     533694 |   72814144
  num incorrect                      |   10097067 |     134139 |    8314981 |    8802530 |     330585 |    1620730 |       9046 |    8168150
  misprediction rate                 |      9.12% |      1.73% |     14.35% |     14.70% |      2.28% |      7.56% |      1.67% |     10.09%
  mpki                               |      13.40 |       0.39 |      13.49 |      11.43 |       1.29 |       6.48 |       0.02 |      16.92
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |  112760285 |   31753597 |   90333313 |   93384210 |   25676712 |   20925725 |   46429675 |   77296056
    num misses                       |        563 |          4 |         65 |         18 |         47 |         42 |          6 |       2998
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |  293395649 |  136830969 |  295543168 |  324508838 |   88686831 |   68803936 |  303369601 |  194516612
    num misses                       |      90590 |      64147 |    1654802 |    2290899 |     150226 |     336399 |   11114211 |    1105032
    miss rate                        |      0.03% |      0.05% |      0.56% |      0.71% |      0.17% |      0.49% |      3.66% |      0.57%
    mpki                             |       0.12 |       0.18 |       2.68 |       2.97 |       0.59 |       1.35 |      27.41 |       2.29
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |      91153 |      64151 |    1654867 |    2290917 |     150273 |     336441 |   11114217 |    1108030
    num misses                       |       2897 |      38873 |      10417 |      17725 |      44320 |     104711 |    8020249 |     158388
    miss rate                        |      3.18% |     60.60% |      0.63% |      0.77% |     29.49% |     31.12% |     72.16% |     14.29%
    mpki                             |       0.00 |       0.11 |       0.02 |       0.02 |       0.17 |       0.42 |      19.78 |       0.33
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |  112760285 |   31753597 |   90333313 |   93384210 |   25676712 |   20925725 |   46429675 |   77296056
    num cache misses                 |    2332760 |      34815 |    3028060 |     838737 |      25146 |      39842 |     197402 |    1520917
    miss rate                        |      2.07% |      0.11% |      3.35% |      0.90% |      0.10% |      0.19% |      0.43% |      1.97%
    mpki                             |       3.10 |       0.10 |       4.91 |       1.09 |       0.10 |       0.16 |       0.49 |       3.15
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |  293395649 |  136830969 |  295543168 |  324508838 |   88686831 |   68803936 |  303369601 |  194516612
    num cache misses                 |    4078304 |    3270913 |   10031108 |    1575422 |    3202631 |    3683102 |    3354581 |    1870208
    miss rate                        |      1.39% |      2.39% |      3.39% |      0.49% |      3.61% |      5.35% |      1.11% |      0.96%
    mpki                             |       5.41 |       9.43 |      16.27 |       2.05 |      12.48 |      14.73 |       8.27 |       3.87
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |    6441912 |    3306044 |   13066805 |    2432447 |    3642686 |    3742292 |    3552160 |    3458168
    num cache misses                 |     406718 |    2511687 |    2129517 |     336124 |    2627232 |    3452867 |    2505260 |    1827184
    miss rate                        |      6.31% |     75.97% |     16.30% |     13.82% |     72.12% |     92.27% |     70.53% |     52.84%
    mpki                             |       0.54 |       7.24 |       3.45 |       0.44 |      10.24 |      13.81 |       6.18 |       3.78
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |     437710 |    2512297 |    2138624 |     354873 |    3048947 |    3472283 |    2505475 |    1894489
    num cache misses                 |     255474 |    2411142 |     160294 |     141137 |    2266674 |    1574082 |    2079612 |     597760
    miss rate                        |     58.37% |     95.97% |      7.50% |     39.77% |     74.34% |     45.33% |     83.00% |     31.55%
    mpki                             |       0.34 |       6.95 |       0.26 |       0.18 |       8.83 |       6.30 |       5.13 |       1.24
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |   12104295 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |     151.12 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      41.11 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     77.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
