                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |   618150631 |  1772719913 |   607637437 |   912500496 |  1726570808 |  2511323614 |   366941190 |  1197530617 |  1950450130 |  3210678075 |   574124139 |  3137665281 |   249999886 |  2293716331 |  1686810859 |  1394630005
  Cycles                             |  2860065512 |  2860064484 |  2860064759 |  2860064400 |  2860065021 |  2860064802 |  2860064739 |  2860064756 |  2860064708 |  2860064299 |  2860064460 |  2860064301 |  2860060513 |  2860064675 |  2860065689 |  2860065476
  IPC                                |        0.22 |        0.62 |        0.21 |        0.32 |        0.60 |        0.88 |        0.13 |        0.42 |        0.68 |        1.12 |        0.20 |        1.10 |        0.09 |        0.80 |        0.59 |        0.49
  Time (ns)                          |   953355171 |   953354828 |   953354920 |   953354800 |   953355007 |   953354934 |   953354913 |   953354919 |   953354903 |   953354767 |   953354820 |   953354767 |   953353505 |   953354892 |   953355230 |   953355159
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |    33371546 |   228316783 |    37355918 |    20605557 |   260406621 |   115649983 |     7022736 |     1556663 |   102519352 |   283653939 |    18197676 |   252371818 |    34399075 |   130071549 |    31347987 |   151214861
  num incorrect                      |      780659 |    53343593 |     1224229 |      366051 |    29246227 |      962757 |     9741791 |       26382 |    75308075 |    47321077 |     8649015 |    42372804 |     4720676 |    22029413 |     4687969 |    23079308
  misprediction rate                 |       2.29% |      18.94% |       3.17% |       1.75% |      10.10% |       0.83% |      58.11% |       1.67% |      42.35% |      14.30% |      32.22% |      14.38% |      12.07% |      14.48% |      13.01% |      13.24%
  mpki                               |        1.26 |       30.09 |        2.01 |        0.40 |       16.94 |        0.38 |       26.55 |        0.02 |       38.61 |       14.74 |       15.06 |       13.50 |       18.88 |        9.60 |        2.78 |       16.55
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |    62250909 |   248586274 |    57874784 |    82003333 |   276454194 |   192130684 |    40603504 |   137182091 |   155595550 |   364316151 |    44709641 |   459672447 |    43801034 |   257009578 |   160650687 |   163982960
    num misses                       |          47 |         175 |          22 |           4 |       10238 |          43 |          14 |           6 |          52 |        1147 |           3 |          65 |          84 |          56 |          82 |          10
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.01 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   215972498 |   692331165 |   201642097 |   360229049 |   695452187 |  1445087645 |   135871355 |   895778383 |   570698413 |  1343199761 |   255273863 |  1504368335 |   116504258 |  1079592338 |   858376268 |   625762007
    num misses                       |      339047 |     1241135 |     1712440 |      185412 |     3901425 |      194871 |      975936 |    32273649 |       33923 |      711947 |      261131 |     8400290 |     4542311 |      696021 |     1935969 |     6447668
    miss rate                        |       0.16% |       0.18% |       0.85% |       0.05% |       0.56% |       0.01% |       0.72% |       3.60% |       0.01% |       0.05% |       0.10% |       0.56% |       3.90% |       0.06% |       0.23% |       1.03%
    mpki                             |        0.55 |        0.70 |        2.82 |        0.20 |        2.26 |        0.08 |        2.66 |       26.95 |        0.02 |        0.22 |        0.45 |        2.68 |       18.17 |        0.30 |        1.15 |        4.62
  L2 TLB                             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
