                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |  2840659977 |  3692119879 |  2234487960 |   462041061 |  1125625078 |  8657296832 |  3905528376 |  6867508883 |  1735267865 |   249999981 |  6954101405 |   659766762 |  4275815967 |  9786101328 |   848120857 |  1962098338
  Cycles                             |  5348650838 |  5348650403 |  5348650400 |  5348650580 |  5348650727 |  5348650394 |  5348650394 |  5348650410 |  5348650682 |  5348649037 |  5348650399 |  5348650396 |  5348650642 |  5348650394 |  5348650467 |  5348650464
  IPC                                |        0.53 |        0.69 |        0.42 |        0.09 |        0.21 |        1.62 |        0.73 |        1.28 |        0.32 |        0.05 |        1.30 |        0.12 |        0.80 |        1.83 |        0.16 |        0.37
  Time (ns)                          |  1782883613 |  1782883468 |  1782883467 |  1782883527 |  1782883576 |  1782883465 |  1782883465 |  1782883470 |  1782883561 |  1782883012 |  1782883466 |  1782883465 |  1782883547 |  1782883465 |  1782883489 |  1782883488
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |   307591201 |   196322228 |   135838921 |    63517986 |    60629739 |   577102483 |   502711988 |   552268593 |    39962097 |    58565837 |   306862831 |    12358440 |   196905548 |  1806030545 |     7690942 |   297851968
  num incorrect                      |    46855963 |   141190279 |    81742802 |     8737927 |     1418167 |    98964166 |   117422684 |    92763152 |      712667 |     6500447 |    17418259 |    17177052 |     1638527 |   123205477 |       51500 |    64589795
  misprediction rate                 |      13.22% |      41.83% |      37.57% |      12.09% |       2.29% |      14.64% |      18.94% |      14.38% |       1.75% |       9.99% |       5.37% |      58.16% |       0.83% |       6.39% |       0.67% |      17.82%
  mpki                               |       16.49 |       38.24 |       36.58 |       18.91 |        1.26 |       11.43 |       30.07 |       13.51 |        0.41 |       26.00 |        2.50 |       26.04 |        0.38 |       12.59 |        0.06 |       32.92
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   334253803 |   299051450 |   266711419 |    80924782 |   112860089 |  1050430973 |   547731474 |  1005997647 |   155140282 |    21135842 |   662450980 |    71869509 |   327121014 |  1604675807 |    74957481 |   271209190
    num misses                       |          10 |          52 |          10 |          92 |          47 |          18 |         267 |          65 |           4 |       17441 |           8 |          14 |          43 |          39 |           3 |         394
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.08% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.07 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |  1276520763 |  1086046722 |  1027230883 |   215295980 |   391886735 |  3650247284 |  1526818725 |  3292633461 |   681962252 |    86633855 |  2114974746 |   241865353 |  2460442103 |  3189276950 |   230896990 |   761926525
    num misses                       |    13004220 |       63471 |     7065322 |     8376562 |      606377 |    25909943 |     2714635 |    18365921 |      363722 |     1331680 |      677527 |     1693930 |      331602 |          23 |      412219 |     4046026
    miss rate                        |       1.02% |       0.01% |       0.69% |       3.89% |       0.15% |       0.71% |       0.18% |       0.56% |       0.05% |       1.54% |       0.03% |       0.70% |       0.01% |       0.00% |       0.18% |       0.53%
    mpki                             |        4.58 |        0.02 |        3.16 |       18.13 |        0.54 |        2.99 |        0.70 |        2.67 |        0.21 |        5.33 |        0.10 |        2.57 |        0.08 |        0.00 |        0.49 |        2.06
  L2 TLB                             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |    13004230 |       63523 |     7065332 |     8376654 |      606424 |    25909961 |     2714902 |    18365986 |      363726 |     1349121 |      677535 |     1693944 |      331645 |          62 |      412222 |     4046420
    num misses                       |     1157917 |       56600 |     5618298 |     2498530 |      187699 |      197657 |      433104 |      116908 |      189655 |     1140465 |       16842 |     1693925 |       95434 |          62 |      411910 |      374560
