                                   | Core 0    
  Instructions                     |  499999988
  Cycles                           |  364140671
  IPC                              |       1.37
  Time (ns)                        |  121380224
Branch predictor stats             |           
  num correct                      |   27991202
  num incorrect                    |    4784151
  misprediction rate               |     14.60%
  mpki                             |       9.57
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   55470952
    num misses                     |         56
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |  236294951
    num misses                     |     329089
    miss rate                      |      0.14%
    mpki                           |       0.66
  L2 TLB                           |           
    num accesses                   |     329145
    num misses                     |      32351
    miss rate                      |      9.83%
    mpki                           |       0.06
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   55470952
    num cache misses               |     159091
    miss rate                      |      0.29%
    mpki                           |       0.32
  Cache L1-D                       |           
    num cache accesses             |  236294951
    num cache misses               |    1485196
    miss rate                      |      0.63%
    mpki                           |       2.97
  Cache L2                         |           
    num cache accesses             |    1654414
    num cache misses               |    1215218
    miss rate                      |     73.45%
    mpki                           |       2.43
  Cache L3                         |           
    num cache accesses             |    1225886
    num cache misses               |     992655
    miss rate                      |     80.97%
    mpki                           |       1.99
DRAM summary                       |           
  num dram accesses                |    1353115
  average dram access latency (ns) |      68.14
  average dram queueing delay      |       3.12
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
