                                   | Core 0    
  Instructions                     |  249999950
  Cycles                           |  178078845
  IPC                              |       1.40
  Time (ns)                        |   59359615
Branch predictor stats             |           
  num correct                      |   14251484
  num incorrect                    |    2409711
  misprediction rate               |     14.46%
  mpki                             |       9.64
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   28074888
    num misses                     |         56
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |  117469380
    num misses                     |      75729
    miss rate                      |      0.06%
    mpki                           |       0.30
  L2 TLB                           |           
    num accesses                   |      75785
    num misses                     |      12173
    miss rate                      |     16.06%
    mpki                           |       0.05
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   28074888
    num cache misses               |      81034
    miss rate                      |      0.29%
    mpki                           |       0.32
  Cache L1-D                       |           
    num cache accesses             |  117469380
    num cache misses               |     722194
    miss rate                      |      0.61%
    mpki                           |       2.89
  Cache L2                         |           
    num cache accesses             |     808088
    num cache misses               |     568348
    miss rate                      |     70.33%
    mpki                           |       2.27
  Cache L3                         |           
    num cache accesses             |     573572
    num cache misses               |     462784
    miss rate                      |     80.68%
    mpki                           |       1.85
DRAM summary                       |           
  num dram accesses                |     639913
  average dram access latency (ns) |      68.25
  average dram queueing delay      |       3.23
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
