                                     | Core 0      | Core 1      | Core 2      | Core 3     
  Instructions                       |   496638476 |   249999989 |  3042995122 |  2923527984
  Cycles                             |  3207378598 |  3207374800 |  3207377310 |  3207377400
  IPC                                |        0.15 |        0.08 |        0.95 |        0.91
  Time (ns)                          |  1069126200 |  1069124934 |  1069125770 |  1069125800
Branch predictor stats               |             |             |             |            
  num correct                        |   116338586 |    43244780 |     3959622 |   447085625
  num incorrect                      |    12909798 |    11689069 |       67104 |   114521559
  misprediction rate                 |       9.99% |      21.28% |       1.67% |      20.39%
  mpki                               |       25.99 |       46.76 |        0.02 |       39.17
TLB Summary                          |             |             |             |            
  I-TLB                              |             |             |             |            
    num accesses                     |    41989634 |    23761816 |   348575970 |   380364386
    num misses                       |       34659 |           3 |           6 |          19
    miss rate                        |       0.08% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.07 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |            
    num accesses                     |   172114917 |    88558906 |  2276265239 |   984017013
    num misses                       |     2651832 |    21160383 |    82048013 |     4351510
    miss rate                        |       1.54% |      23.89% |       3.60% |       0.44%
    mpki                             |        5.34 |       84.64 |       26.96 |        1.49
  L2 TLB                             |             |             |             |            
    num accesses                     |     2686491 |    21160386 |    82048019 |     4351529
    num misses                       |     2271089 |    10898386 |    58624330 |      911489
    miss rate                        |      84.54% |      51.50% |      71.45% |      20.95%
    mpki                             |        4.57 |       43.59 |       19.27 |        0.31
Cache Summary                        |             |             |             |            
  Cache L1-I                         |             |             |             |            
    num cache accesses               |    41989634 |    23761816 |   348575970 |   380364386
    num cache misses                 |      688096 |       54804 |      311085 |     1560983
    miss rate                        |       1.64% |       0.23% |       0.09% |       0.41%
    mpki                             |        1.39 |        0.22 |        0.10 |        0.53
  Cache L1-D                         |             |             |             |            
    num cache accesses               |   172114917 |    88558906 |  2276265239 |   984017013
    num cache misses                 |    14719711 |    28759671 |    24857405 |     3903981
    miss rate                        |       8.55% |      32.48% |       1.09% |       0.40%
    mpki                             |       29.64 |      115.04 |        8.17 |        1.34
  Cache L2                           |             |             |             |            
    num cache accesses               |    15445680 |    32471872 |    25173273 |     6337889
    num cache misses                 |    14570015 |    20305943 |    16732252 |     1931914
    miss rate                        |      94.33% |      62.53% |      66.47% |      30.48%
    mpki                             |       29.34 |       81.22 |        5.50 |        0.66
  Cache L3                           |             |             |             |            
    num cache accesses               |    14609740 |    24035512 |    16737509 |     2825753
    num cache misses                 |    14238568 |    16808582 |    16149278 |     1895590
    miss rate                        |      97.46% |      69.93% |      96.49% |      67.08%
    mpki                             |       28.67 |       67.23 |        5.31 |        0.65
DRAM summary                         |             |             |             |            
  num dram accesses                  |    59086028 |           0 |           0 |           0
  average dram access latency (ns)   |      125.53 |         inf |         inf |         inf
  average dram queueing delay        |       15.52 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      55.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0
