                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  441627504 |  381054860 |  293258002 |  249999907
  Cycles                             |  294342978 |  294342923 |  294342941 |  294340273
  IPC                                |       1.50 |       1.29 |       1.00 |       0.85
  Time (ns)                          |   98114326 |   98114308 |   98114314 |   98113425
Branch predictor stats               |            |            |            |           
  num correct                        |   55573629 |   15926296 |   14773544 |    4611008
  num incorrect                      |    6147196 |     914588 |   11520472 |     704186
  misprediction rate                 |      9.96% |      5.43% |     43.81% |     13.25%
  mpki                               |      13.92 |       2.40 |      39.28 |       2.82
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   68197450 |   37048421 |   23219854 |   23785065
    num misses                       |        358 |          8 |         52 |         62
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |  178714191 |  119339480 |   85441792 |  127043714
    num misses                       |      54596 |      30630 |       4648 |     281078
    miss rate                        |      0.03% |      0.03% |      0.01% |      0.22%
    mpki                             |       0.12 |       0.08 |       0.02 |       1.12
  L2 TLB                             |            |            |            |           
    num accesses                     |      54954 |      30638 |       4700 |     281140
    num misses                       |       1798 |       1029 |       4244 |       4013
    miss rate                        |      3.27% |      3.36% |     90.30% |      1.43%
    mpki                             |       0.00 |       0.00 |       0.01 |       0.02
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   68197450 |   37048421 |   23219854 |   23785065
    num cache misses                 |    1473416 |      11859 |      17863 |      18751
    miss rate                        |      2.16% |      0.03% |      0.08% |      0.08%
    mpki                             |       3.34 |       0.03 |       0.06 |       0.08
  Cache L1-D                         |            |            |            |           
    num cache accesses               |  178714191 |  119339480 |   85441792 |  127043714
    num cache misses                 |    1472753 |    3308913 |     298768 |    1958325
    miss rate                        |      0.82% |      2.77% |      0.35% |      1.54%
    mpki                             |       3.33 |       8.68 |       1.02 |       7.83
  Cache L2                           |            |            |            |           
    num cache accesses               |    2972436 |    3358763 |     341967 |    2085940
    num cache misses                 |     287661 |     254672 |     310960 |     630354
    miss rate                        |      9.68% |      7.58% |     90.93% |     30.22%
    mpki                             |       0.65 |       0.67 |       1.06 |       2.52
  Cache L3                           |            |            |            |           
    num cache accesses               |     314230 |     295007 |     336832 |     739453
    num cache misses                 |     283254 |     252790 |     310955 |     462474
    miss rate                        |     90.14% |     85.69% |     92.32% |     62.54%
    mpki                             |       0.64 |       0.66 |       1.06 |       1.85
DRAM summary                         |            |            |            |           
  num dram accesses                  |    1843832 |          0 |          0 |          0
  average dram access latency (ns)   |     112.31 |        inf |        inf |        inf
  average dram queueing delay        |       2.30 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     18.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
