                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |  3118364604 |  3686029439 |  2394602250 |   482607102 |  1170002738 |  8776257408 |  4526756126 |  7118154052 |  1754654761 |   249999981 |  7051743761 |   690257129 |  4339360348 |  9751289797 |   917463271 |  1973399234
  Cycles                             |  5412702654 |  5412702621 |  5412703537 |  5412702797 |  5412703104 |  5412702624 |  5412702678 |  5412702624 |  5412702886 |  5412698047 |  5412703026 |  5412702915 |  5412703639 |  5412702632 |  5412702686 |  5412704094
  IPC                                |        0.58 |        0.68 |        0.44 |        0.09 |        0.22 |        1.62 |        0.84 |        1.32 |        0.32 |        0.05 |        1.30 |        0.13 |        0.80 |        1.80 |        0.17 |        0.36
  Time (ns)                          |  1804234218 |  1804234207 |  1804234512 |  1804234266 |  1804234368 |  1804234208 |  1804234226 |  1804234208 |  1804234295 |  1804232682 |  1804234342 |  1804234305 |  1804234546 |  1804234211 |  1804234229 |  1804234698
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |   337942244 |   196170208 |   145549901 |    66360233 |    62370109 |   584479936 |   583246289 |   572423613 |    40461956 |    58565837 |   311011282 |    12699496 |   199827973 |  1799604398 |     8311276 |   299625325
  num incorrect                      |    51496416 |   140891670 |    87585143 |     9111936 |     1459153 |   100377738 |   136067955 |    96148955 |      721748 |     6500447 |    17660508 |    17722741 |     1662237 |   122766424 |       55634 |    64915926
  misprediction rate                 |      13.22% |      41.80% |      37.57% |      12.07% |       2.29% |      14.66% |      18.92% |      14.38% |       1.75% |       9.99% |       5.37% |      58.26% |       0.82% |       6.39% |       0.66% |      17.81%
  mpki                               |       16.51 |       38.22 |       36.58 |       18.88 |        1.25 |       11.44 |       30.06 |       13.51 |        0.41 |       26.00 |        2.50 |       25.68 |        0.38 |       12.59 |        0.06 |       32.90
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   366980012 |   298670657 |   285773130 |    84531974 |   116852624 |  1064918364 |   634745478 |  1042713454 |   156801599 |    21135842 |   671839675 |    74529747 |   331981924 |  1598965306 |    81085486 |   273233119
    num misses                       |          10 |          52 |          10 |          92 |          47 |          18 |         296 |          65 |           4 |       17441 |           8 |          14 |          43 |          39 |           3 |         395
