                                     | Core 0     | Core 1      | Core 2     | Core 3     
  Instructions                       |  317083469 |  1006866344 |  249999888 |  1270359772
  Cycles                             |  774297289 |   774295966 |  774008746 |   774296409
  IPC                                |       0.41 |        1.30 |       0.32 |        1.64
  Time (ns)                          |  258099097 |   258098656 |  258002916 |   258098803
Branch predictor stats               |            |             |            |            
  num correct                        |    2871356 |    80957787 |   19818647 |    84423195
  num incorrect                      |      19218 |    13603890 |    1620730 |    14524781
  misprediction rate                 |      0.66% |      14.39% |      7.56% |      14.68%
  mpki                               |       0.06 |       13.51 |       6.48 |       11.43
TLB Summary                          |            |             |            |            
  I-TLB                              |            |             |            |            
    num accesses                     |   28023928 |   147486924 |   20925725 |   154092215
    num misses                       |          3 |          65 |         42 |          18
    miss rate                        |      0.00% |       0.00% |      0.00% |       0.00%
    mpki                             |       0.00 |        0.00 |       0.00 |        0.00
  D-TLB                              |            |             |            |            
    num accesses                     |   86269626 |   482718867 |   68803936 |   535476468
    num misses                       |     153791 |     2693270 |     336436 |     3791471
    miss rate                        |      0.18% |       0.56% |      0.49% |       0.71%
    mpki                             |       0.49 |        2.67 |       1.35 |        2.98
  L2 TLB                             |            |             |            |            
    num accesses                     |     153794 |     2693335 |     336478 |     3791489
    num misses                       |     153680 |       17311 |     104710 |       29196
    miss rate                        |     99.93% |       0.64% |     31.12% |       0.77%
    mpki                             |       0.48 |        0.02 |       0.42 |        0.02
Cache Summary                        |            |             |            |            
  Cache L1-I                         |            |             |            |            
    num cache accesses               |   28023928 |   147486924 |   20925725 |   154092215
    num cache misses                 |     217701 |     4946472 |      40418 |     1386228
    miss rate                        |      0.78% |       3.35% |      0.19% |       0.90%
    mpki                             |       0.69 |        4.91 |       0.16 |        1.09
  Cache L1-D                         |            |             |            |            
    num cache accesses               |   86269626 |   482718867 |   68803936 |   535476468
    num cache misses                 |   16246167 |    16298599 |    3687713 |     2596367
    miss rate                        |     18.83% |       3.38% |      5.36% |       0.48%
    mpki                             |      51.24 |       16.19 |      14.75 |        2.04
  Cache L2                           |            |             |            |            
    num cache accesses               |   16463873 |    21257916 |    3760483 |     4012076
    num cache misses                 |   10726847 |     3496735 |    3457848 |      551906
    miss rate                        |     65.15% |      16.45% |     91.95% |      13.76%
    mpki                             |      33.83 |        3.47 |      13.83 |        0.43
  Cache L3                           |            |             |            |            
    num cache accesses               |   10726852 |     3512050 |    3490278 |      582274
    num cache misses                 |    9853458 |      273389 |    3033639 |      235173
    miss rate                        |     91.86% |       7.78% |     86.92% |      40.39%
    mpki                             |      31.08 |        0.27 |      12.13 |        0.19
DRAM summary                         |            |             |            |            
  num dram accesses                  |   21113668 |           0 |          0 |           0
  average dram access latency (ns)   |     147.56 |         inf |        inf |         inf
  average dram queueing delay        |      37.55 |        0.00 |       0.00 |        0.00
  average dram bandwidth utilization |     81.00% |       0.00% |      0.00% |       0.00%
Coherency Traffic                    |            |             |            |            
  num loads from dram                |          0 |           0 |          0 |           0
  num loads from dram cache          |          0 |           0 |          0 |           0
  num loads from remote cache        |          0 |           0 |          0 |           0
