                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5       | Core 6      | Core 7       | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15     
  Instructions                       |  1901600455 |  6802296620 |   942466391 |  6046376880 |  3972623117 |  10826917069 |  2091653061 |  15388468664 |  5993391388 |  6076184905 |  4454338068 |  3407047253 |  1259698425 |   249999989 |  6859177740 |  11158139228
  Cycles                             |  8434728610 |  8434728498 |  8434728601 |  8434728416 |  8434728764 |   8434728353 |  8434728347 |   8434728445 |  8434728987 |  8434728406 |  8434729028 |  8434729027 |  8434728335 |  8434722186 |  8434728605 |   8434728435
  IPC                                |        0.23 |        0.81 |        0.11 |        0.72 |        0.47 |         1.28 |        0.25 |         1.82 |        0.71 |        0.72 |        0.53 |        0.40 |        0.15 |        0.03 |        0.81 |         1.32
  Time (ns)                          |  2811576203 |  2811576166 |  2811576200 |  2811576139 |  2811576255 |   2811576118 |  2811576116 |   2811576148 |  2811576329 |  2811576135 |  2811576343 |  2811576342 |  2811576112 |  2811574062 |  2811576202 |   2811576145
Branch predictor stats               |             |             |             |             |             |              |             |              |             |             |             |             |             |             |             |             
  num correct                        |    17253707 |   387360238 |   159140357 |   779222493 |     5179707 |    959951479 |   129399494 |   2839949487 |   327367583 |   114108553 |   484866045 |   518862635 |    99854417 |    43244780 |  1048620644 |    492127152
  num incorrect                      |      115552 |    65468397 |    14722848 |   181725968 |       87780 |    160186240 |     4333412 |    193737636 |   225943014 |    17344557 |    73921518 |   111340067 |     8164314 |    11689069 |   268806110 |     27946013
  misprediction rate                 |       0.67% |      14.46% |       8.47% |      18.91% |       1.67% |       14.30% |       3.24% |        6.39% |      40.83% |      13.19% |      13.23% |      17.67% |       7.56% |      21.28% |      20.40% |        5.37%
  mpki                               |        0.06 |        9.62 |       15.62 |       30.06 |        0.02 |        14.80 |        2.07 |        12.59 |       37.70 |        2.85 |       16.60 |       32.68 |        6.48 |       46.76 |       39.19 |         2.50
TLB Summary                          |             |             |             |             |             |              |             |              |             |             |             |             |             |             |             |             
  I-TLB                              |             |             |             |             |             |              |             |              |             |             |             |             |             |             |             |             
    num accesses                     |   168065362 |   763526168 |   109353675 |   847700873 |   455034978 |   1229546874 |   198733431 |   2523321617 |   490881448 |   578675610 |   524419393 |   469729390 |   105481246 |    23761816 |   892394066 |   1063071417
    num misses                       |           3 |          56 |          42 |         365 |           6 |         3646 |          22 |           39 |          52 |         154 |          10 |         616 |          42 |           3 |          19 |            8
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |        0.00% |       0.00% |        0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |        0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |         0.00 |        0.00 |         0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |         0.00
  D-TLB                              |             |             |             |             |             |              |             |              |             |             |             |             |             |             |             |             
    num accesses                     |   517833931 |  3197413816 |   327931242 |  2360252111 |  2971762749 |   4527041286 |   692071294 |   5015073771 |  1771331317 |  3082627731 |  1995429494 |  1321882644 |   346804596 |    88558906 |  2308882250 |   3394502046
    num misses                       |      925020 |     2068087 |     5635006 |     4244324 |   107196921 |      2381512 |     5667477 |           23 |      107959 |     6895149 |    20211654 |     7005665 |     1693655 |    21159660 |    10220530 |      1085282
    miss rate                        |       0.18% |       0.06% |       1.72% |       0.18% |       3.61% |        0.05% |       0.82% |        0.00% |       0.01% |       0.22% |       1.01% |       0.53% |       0.49% |      23.89% |       0.44% |        0.03%
    mpki                             |        0.49 |        0.30 |        5.98 |        0.70 |       26.98 |         0.22 |        2.71 |         0.00 |        0.02 |        1.13 |        4.54 |        2.06 |        1.34 |       84.64 |        1.49 |         0.10
  L2 TLB                             |             |             |             |             |             |              |             |              |             |             |             |             |             |             |             |             
    num accesses                     |      925023 |     2068143 |     5635048 |     4244689 |   107196927 |      2385158 |     5667499 |           62 |      108011 |     6895303 |    20211664 |     7006281 |     1693697 |    21159663 |    10220549 |      1085290
    num misses                       |      924325 |      325910 |     1523734 |      675515 |    76501695 |        75165 |      543607 |           62 |       96453 |       94993 |     1782718 |      670284 |      526460 |    10898440 |     2140037 |        26838
    miss rate                        |      99.92% |      15.76% |      27.04% |      15.91% |      71.37% |        3.15% |       9.59% |      100.00% |      89.30% |       1.38% |       8.82% |       9.57% |      31.08% |      51.51% |      20.94% |        2.47%
    mpki                             |        0.49 |        0.05 |        1.62 |        0.11 |       19.26 |         0.01 |        0.26 |         0.00 |        0.02 |        0.02 |        0.40 |        0.20 |        0.42 |       43.59 |        0.31 |         0.00
Cache Summary                        |             |             |             |             |             |              |             |              |             |             |             |             |             |             |             |             
  Cache L1-I                         |             |             |             |             |             |              |             |              |             |             |             |             |             |             |             |             
    num cache accesses               |   168065362 |   763526168 |   109353675 |   847700873 |   455034978 |   1229546874 |   198733431 |   2523321617 |   490881448 |   578675610 |   524419393 |   469729390 |   105481246 |    23761816 |   892394066 |   1063071417
