                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |  496456774 |  345927815 |  505677912 |  528130721 |  249999885 |  926922697 |  386534472 |  372542902
  Cycles                             |  504544786 |  504544758 |  504545042 |  504545077 |  504543099 |  504544770 |  504544765 |  504544778
  IPC                                |       0.98 |       0.69 |       1.00 |       1.05 |       0.50 |       1.84 |       0.77 |       0.74
  Time (ns)                          |  168181595 |  168181586 |  168181681 |  168181692 |  168181033 |  168181590 |  168181588 |  168181593
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |   65877282 |    7635306 |   40658060 |   34897620 |   13325983 |   73518258 |     507385 |   56159468
  num incorrect                      |    6716499 |     134034 |    6832843 |    6035162 |     311809 |    6031748 |       8600 |    6287947
  misprediction rate                 |      9.25% |      1.73% |     14.39% |     14.74% |      2.29% |      7.58% |      1.67% |     10.07%
  mpki                               |      13.53 |       0.39 |      13.51 |      11.43 |       1.25 |       6.51 |       0.02 |      16.88
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   74480577 |   31678393 |   74072068 |   63994952 |   24892730 |   77394549 |   44264870 |   59603711
    num misses                       |        371 |          4 |         65 |         18 |         47 |         42 |          6 |       2506
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |  194164983 |  136398822 |  242427487 |  222401532 |   86640600 |  255326052 |  289185053 |  150105583
    num misses                       |      59493 |      63955 |    1353189 |    1561324 |     133155 |    1256905 |   10583029 |     842978
    miss rate                        |      0.03% |      0.05% |      0.56% |      0.70% |      0.15% |      0.49% |      3.66% |      0.56%
    mpki                             |       0.12 |       0.18 |       2.68 |       2.96 |       0.53 |       1.36 |      27.38 |       2.26
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |      59864 |      63959 |    1353254 |    1561342 |     133202 |    1256947 |   10583035 |     845484
    num misses                       |       1893 |      38735 |       8778 |      12199 |      40814 |     392161 |    7617992 |     124975
    miss rate                        |      3.16% |     60.56% |      0.65% |      0.78% |     30.64% |     31.20% |     71.98% |     14.78%
    mpki                             |       0.00 |       0.11 |       0.02 |       0.02 |       0.16 |       0.42 |      19.71 |       0.34
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |   74480577 |   31678393 |   74072068 |   63994952 |   24892730 |   77394549 |   44264870 |   59603711
    num cache misses                 |    1841838 |      44015 |    2569807 |     811463 |      32171 |     149026 |     247160 |    1210690
    miss rate                        |      2.47% |      0.14% |      3.47% |      1.27% |      0.13% |      0.19% |      0.56% |      2.03%
    mpki                             |       3.71 |       0.13 |       5.08 |       1.54 |       0.13 |       0.16 |       0.64 |       3.25
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |  194164983 |  136398822 |  242427487 |  222401532 |   86640600 |  255326052 |  289185053 |  150105583
    num cache misses                 |    2755925 |    3300186 |    8313388 |    1527790 |    3083039 |   13691819 |    3233413 |    1507797
    miss rate                        |      1.42% |      2.42% |      3.43% |      0.69% |      3.56% |      5.36% |      1.12% |      1.00%
    mpki                             |       5.55 |       9.54 |      16.44 |       2.89 |      12.33 |      14.77 |       8.37 |       4.05
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |    4679512 |    3365200 |   10910451 |    2440765 |    3600602 |   13849862 |    3491201 |    2829193
    num cache misses                 |     840583 |    2624192 |    2262919 |    1007550 |    2623470 |   12817135 |    2613589 |    1657270
    miss rate                        |     17.96% |     77.98% |     20.74% |     41.28% |     72.86% |     92.54% |     74.86% |     58.58%
    mpki                             |       1.69 |       7.59 |       4.48 |       1.91 |      10.49 |      13.83 |       6.76 |       4.45
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |     922741 |    2652843 |    2294178 |    1111878 |    3129167 |   12826212 |    2624253 |    1768595
    num cache misses                 |     766111 |    2551243 |     517774 |     740048 |    2429008 |     344408 |    2346938 |     914107
    miss rate                        |     83.03% |     96.17% |     22.57% |     66.56% |     77.62% |      2.69% |     89.43% |     51.69%
    mpki                             |       1.54 |       7.38 |       1.02 |       1.40 |       9.72 |       0.37 |       6.07 |       2.45
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |   13683978 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |     158.67 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      48.66 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     81.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
