                                     | Core 0     | Core 1      | Core 2     | Core 3     | Core 4      | Core 5      | Core 6     | Core 7    
  Instructions                       |  473988194 |  1412939952 |  249999898 |  664677398 |  1064306310 |  1192803349 |  421273836 |  554521930
  Cycles                             |  916896901 |   916896778 |  916893341 |  916896436 |   916896394 |   916896388 |  916896600 |  916896611
  IPC                                |       0.52 |        1.54 |       0.27 |       0.72 |        1.16 |        1.30 |       0.46 |       0.60
  Time (ns)                          |  305632300 |   305632259 |  305631114 |  305632145 |   305632131 |   305632129 |  305632200 |  305632204
Branch predictor stats               |            |             |            |            |             |             |            |           
  num correct                        |   70732858 |    94389872 |    4856955 |   12856050 |    94704394 |    54919872 |   22426107 |   43920883
  num incorrect                      |   16199430 |    16095941 |    6669357 |    1867413 |    15869789 |      455329 |     524549 |    3584351
  misprediction rate                 |     18.63% |      14.57% |     57.86% |     12.68% |      14.35% |       0.82% |      2.29% |      7.55%
  mpki                               |      34.18 |       11.39 |      26.68 |       2.81 |       14.91 |        0.38 |       1.25 |       6.46
TLB Summary                          |            |             |            |            |             |             |            |           
  I-TLB                              |            |             |            |            |             |             |            |           
    num accesses                     |   66810363 |   171305891 |   27532058 |   63488883 |   120910645 |    91247720 |   42310800 |   46832001
    num misses                       |        167 |          18 |         14 |         66 |         438 |          43 |         47 |         42
    miss rate                        |      0.00% |       0.00% |      0.00% |      0.00% |       0.00% |       0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |        0.00 |       0.00 |       0.00 |        0.00 |        0.00 |       0.00 |       0.00
  D-TLB                              |            |             |            |            |             |             |            |           
    num accesses                     |  184975385 |   595166356 |   93614435 |  337686428 |   445063714 |   686385580 |  148946033 |  152622857
    num misses                       |     994134 |     4168432 |     661938 |     799424 |      231483 |       92263 |     228325 |     739641
    miss rate                        |      0.54% |       0.70% |      0.71% |      0.24% |       0.05% |       0.01% |      0.15% |      0.48%
    mpki                             |       2.10 |        2.95 |       2.65 |       1.20 |        0.22 |        0.08 |       0.54 |       1.33
  L2 TLB                             |            |             |            |            |             |             |            |           
    num accesses                     |     994301 |     4168450 |     661952 |     799490 |      231921 |       92306 |     228372 |     739683
    num misses                       |      97386 |       31541 |     661946 |      10333 |        7485 |       27321 |      72131 |     231393
    miss rate                        |      9.79% |       0.76% |    100.00% |      1.29% |       3.23% |      29.60% |     31.58% |     31.28%
    mpki                             |       0.21 |        0.02 |       2.65 |       0.02 |        0.01 |        0.02 |       0.17 |       0.42
Cache Summary                        |            |             |            |            |             |             |            |           
  Cache L1-I                         |            |             |            |            |             |             |            |           
    num cache accesses               |   66810363 |   171305891 |   27532058 |   63488883 |   120910645 |    91247720 |   42310800 |   46832001
    num cache misses                 |    3946789 |     1486121 |      10678 |      41462 |     1544971 |       60674 |      27509 |      62430
    miss rate                        |      5.91% |       0.87% |      0.04% |      0.07% |       1.28% |       0.07% |      0.07% |      0.13%
    mpki                             |       8.33 |        1.05 |       0.04 |       0.06 |        1.45 |        0.05 |       0.07 |       0.11
  Cache L1-D                         |            |             |            |            |             |             |            |           
    num cache accesses               |  184975385 |   595166356 |   93614435 |  337686428 |   445063714 |   686385580 |  148946033 |  152622857
    num cache misses                 |    3136079 |     2906097 |    7295149 |    5318052 |     3984795 |     6255680 |    5264479 |    8114325
    miss rate                        |      1.70% |       0.49% |      7.79% |      1.57% |       0.90% |       0.91% |      3.53% |      5.32%
    mpki                             |       6.62 |        2.06 |      29.18 |       8.00 |        3.74 |        5.24 |      12.50 |      14.63
  Cache L2                           |            |             |            |            |             |             |            |           
    num cache accesses               |    7290353 |     4440533 |    8250723 |    5663511 |     5577399 |     6323753 |    6001561 |    8203315
    num cache misses                 |    2875657 |      384623 |    7305771 |    1588348 |     1180417 |     3857561 |    3999599 |    7072137
    miss rate                        |     39.44% |       8.66% |     88.55% |     28.05% |      21.16% |      61.00% |     66.64% |     86.21%
    mpki                             |       6.07 |        0.27 |      29.22 |       2.39 |        1.11 |        3.23 |       9.49 |      12.75
  Cache L3                           |            |             |            |            |             |             |            |           
    num cache accesses               |    3084333 |      434424 |    8250667 |    1892797 |     1234904 |     3865523 |    4745909 |    7098861
    num cache misses                 |    1311046 |      370167 |    7295906 |    1041183 |      732589 |     2171699 |    3837384 |    2275293
    miss rate                        |     42.51% |      85.21% |     88.43% |     55.01% |      59.32% |      56.18% |     80.86% |     32.05%
    mpki                             |       2.77 |        0.26 |      29.18 |       1.57 |        0.69 |        1.82 |       9.11 |       4.10
DRAM summary                         |            |             |            |            |             |             |            |           
  num dram accesses                  |   27104236 |           0 |          0 |          0 |           0 |           0 |          0 |          0
  average dram access latency (ns)   |     184.72 |         inf |        inf |        inf |         inf |         inf |        inf |        inf
  average dram queueing delay        |      74.71 |        0.00 |       0.00 |       0.00 |        0.00 |        0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     88.00% |       0.00% |      0.00% |      0.00% |       0.00% |       0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |             |            |            |             |             |            |           
  num loads from dram                |          0 |           0 |          0 |          0 |           0 |           0 |          0 |          0
  num loads from dram cache          |          0 |           0 |          0 |          0 |           0 |           0 |          0 |          0
  num loads from remote cache        |          0 |           0 |          0 |          0 |           0 |           0 |          0 |          0
