                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  249999939 |  288243890 |  389850755 |  282110357
  Cycles                             |  273347467 |  273349500 |  273349519 |  273349504
  IPC                                |       0.91 |       1.05 |       1.43 |       1.03
  Time (ns)                          |   91115823 |   91116500 |   91116507 |   91116502
Branch predictor stats               |            |            |            |           
  num correct                        |     325726 |   43185888 |   31422898 |    6793680
  num incorrect                      |       5522 |    4959586 |    5251578 |    1006109
  misprediction rate                 |      1.67% |     10.30% |     14.32% |     12.90%
  mpki                               |       0.02 |      17.21 |      13.47 |       3.57
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   28636353 |   46322385 |   57171632 |   27458839
    num misses                       |          6 |       2323 |         65 |         62
    miss rate                        |      0.00% |      0.01% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.01 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |  187012795 |  117332123 |  186921344 |  142855771
    num misses                       |    6742947 |     737324 |    1054499 |     334155
    miss rate                        |      3.61% |      0.63% |      0.56% |      0.23%
    mpki                             |      26.97 |       2.56 |       2.70 |       1.18
  L2 TLB                             |            |            |            |           
    num accesses                     |    6742953 |     739647 |    1054564 |     334217
    num misses                       |    4814811 |     109549 |       6394 |       4830
    miss rate                        |     71.41% |     14.81% |      0.61% |      1.45%
    mpki                             |      19.26 |       0.38 |       0.02 |       0.02
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   28636353 |   46322385 |   57171632 |   27458839
    num cache misses                 |      72146 |     918647 |    1709386 |      13448
    miss rate                        |      0.25% |      1.98% |      2.99% |      0.05%
    mpki                             |       0.29 |       3.19 |       4.38 |       0.05
  Cache L1-D                         |            |            |            |           
    num cache accesses               |  187012795 |  117332123 |  186921344 |  142855771
    num cache misses                 |    2054594 |    1193283 |    6183955 |    2413205
    miss rate                        |      1.10% |      1.02% |      3.31% |      1.69%
    mpki                             |       8.22 |       4.14 |      15.86 |       8.55
  Cache L2                           |            |            |            |           
    num cache accesses               |    2132119 |    2159484 |    7895965 |    2460892
    num cache misses                 |    1444826 |     699957 |      75142 |     490163
    miss rate                        |     67.76% |     32.41% |      0.95% |     19.92%
    mpki                             |       5.78 |       2.43 |       0.19 |       1.74
  Cache L3                           |            |            |            |           
    num cache accesses               |    1450209 |     747884 |      78214 |     524616
    num cache misses                 |    1402609 |     432191 |      60761 |     219022
    miss rate                        |     96.72% |     57.79% |     77.69% |     41.75%
    mpki                             |       5.61 |       1.50 |       0.16 |       0.78
DRAM summary                         |            |            |            |           
  num dram accesses                  |    2664559 |          0 |          0 |          0
  average dram access latency (ns)   |     125.22 |        inf |        inf |        inf
  average dram queueing delay        |      15.21 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     29.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
