                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |   618303472 |  1524206825 |   608752786 |   915931135 |  1649445254 |  2443851809 |   367494242 |  1196856665 |  1959303994 |  2909007604 |   573763577 |  3149536002 |   249999886 |  2268562892 |  1401710216 |  1327467706
  Cycles                             |  2897897983 |  2897897705 |  2897898125 |  2897897749 |  2897897700 |  2897897700 |  2897897908 |  2897898089 |  2897897755 |  2897897702 |  2897897700 |  2897897700 |  2897893618 |  2897898021 |  2897897700 |  2897897700
  IPC                                |        0.21 |        0.53 |        0.21 |        0.32 |        0.57 |        0.84 |        0.13 |        0.41 |        0.68 |        1.00 |        0.20 |        1.09 |        0.09 |        0.78 |        0.48 |        0.46
  Time (ns)                          |   965965994 |   965965902 |   965966042 |   965965916 |   965965900 |   965965900 |   965965969 |   965966030 |   965965918 |   965965901 |   965965900 |   965965900 |   965964539 |   965966007 |   965965900 |   965965900
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |    33390295 |   196301610 |    37417795 |    20702791 |   248774373 |   112531558 |     7028880 |     1552165 |   103819243 |   257629274 |    18192000 |   253336904 |    34399075 |   128913819 |    26661319 |   143355592
  num incorrect                      |      781090 |    45885263 |     1231139 |      367849 |    27911983 |      934771 |     9751623 |       26306 |    75309216 |    43017602 |     8645601 |    42534065 |     4720676 |    21794799 |     3977583 |    21781578
  misprediction rate                 |       2.29% |      18.95% |       3.19% |       1.75% |      10.09% |       0.82% |      58.11% |       1.67% |      42.04% |      14.31% |      32.21% |      14.38% |      12.07% |      14.46% |      12.98% |      13.19%
  mpki                               |        1.26 |       30.10 |        2.02 |        0.40 |       16.92 |        0.38 |       26.54 |        0.02 |       38.44 |       14.79 |       15.07 |       13.50 |       18.88 |        9.61 |        2.84 |       16.41
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
