                                   | Core 0    
  Instructions                     |  499999886
  Cycles                           |  445677371
  IPC                              |       1.12
  Time (ns)                        |  148559124
Branch predictor stats             |           
  num correct                      |   28128847
  num incorrect                    |    1634481
  misprediction rate               |      5.49%
  mpki                             |       3.27
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   49338103
    num misses                     |         92
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |  157040580
    num misses                     |     257688
    miss rate                      |      0.16%
    mpki                           |       0.52
  L2 TLB                           |           
    num accesses                   |     257780
    num misses                     |      45994
    miss rate                      |     17.84%
    mpki                           |       0.09
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   49338103
    num cache misses               |      33514
    miss rate                      |      0.07%
    mpki                           |       0.07
  Cache L1-D                       |           
    num cache accesses             |  157040580
    num cache misses               |    4439377
    miss rate                      |      2.83%
    mpki                           |       8.88
  Cache L2                         |           
    num cache accesses             |    5034253
    num cache misses               |    3462368
    miss rate                      |     68.78%
    mpki                           |       6.92
  Cache L3                         |           
    num cache accesses             |    4024878
    num cache misses               |    2948722
    miss rate                      |     73.26%
    mpki                           |       5.90
DRAM summary                       |           
  num dram accesses                |    3999976
  average dram access latency (ns) |      57.09
  average dram queueing delay      |       2.08
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
