                                   | Core 0    
  Instructions                     |  249999907
  Cycles                           |  245012289
  IPC                              |       1.02
  Time (ns)                        |   81670763
Branch predictor stats             |           
  num correct                      |    4611008
  num incorrect                    |     704186
  misprediction rate               |     13.25%
  mpki                             |       2.82
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   23785065
    num misses                     |         62
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |  127043714
    num misses                     |     281084
    miss rate                      |      0.22%
    mpki                           |       1.12
  L2 TLB                           |           
    num accesses                   |     281146
    num misses                     |       4008
    miss rate                      |      1.43%
    mpki                           |       0.02
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   23785065
    num cache misses               |      42366
    miss rate                      |      0.18%
    mpki                           |       0.17
  Cache L1-D                       |           
    num cache accesses             |  127043714
    num cache misses               |    1941655
    miss rate                      |      1.53%
    mpki                           |       7.77
  Cache L2                         |           
    num cache accesses             |    2021339
    num cache misses               |    1037745
    miss rate                      |     51.34%
    mpki                           |       4.15
  Cache L3                         |           
    num cache accesses             |    1075095
    num cache misses               |     264239
    miss rate                      |     24.58%
    mpki                           |       1.06
DRAM summary                       |           
  num dram accesses                |     344565
  average dram access latency (ns) |     100.03
  average dram queueing delay      |      14.99
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
