                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  435831371 |  249999969 |  694902091 |  416850007
  Cycles                             |  446126767 |  446124788 |  446126753 |  446126700
  IPC                                |       0.98 |       0.56 |       1.56 |       0.93
  Time (ns)                          |  148708923 |  148708263 |  148708918 |  148708900
Branch predictor stats               |            |            |            |           
  num correct                        |   18347976 |   32217105 |  128245283 |     541286
  num incorrect                      |   18495703 |    7507996 |    8749269 |       9174
  misprediction rate                 |     50.20% |     18.90% |      6.39% |      1.67%
  mpki                               |      42.44 |      30.03 |      12.59 |       0.02
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   32147638 |   35058549 |  113947725 |   47753556
    num misses                       |         52 |        106 |         39 |          6
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |  123399583 |   97606891 |  226471743 |  311806934
    num misses                       |       4854 |     176196 |         23 |   11289601
    miss rate                        |      0.00% |      0.18% |      0.00% |      3.62%
    mpki                             |       0.01 |       0.70 |       0.00 |      27.08
  L2 TLB                             |            |            |            |           
    num accesses                     |       4906 |     176302 |         62 |   11289607
    num misses                       |       4288 |      28109 |         62 |    8113754
    miss rate                        |     87.40% |     15.94% |    100.00% |     71.87%
    mpki                             |       0.01 |       0.11 |       0.00 |      19.46
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   32147638 |   35058549 |  113947725 |   47753556
    num cache misses                 |      30984 |    1138151 |    1255880 |      97016
    miss rate                        |      0.10% |      3.25% |      1.10% |      0.20%
    mpki                             |       0.07 |       4.55 |       1.81 |       0.23
  Cache L1-D                         |            |            |            |           
    num cache accesses               |  123399583 |   97606891 |  226471743 |  311806934
    num cache misses                 |     327994 |    1301641 |      68015 |    3410149
    miss rate                        |      0.27% |      1.33% |      0.03% |      1.09%
    mpki                             |       0.75 |       5.21 |       0.10 |       8.18
  Cache L2                           |            |            |            |           
    num cache accesses               |     404527 |    2581356 |    1337455 |    3510656
    num cache misses                 |     354924 |    1080262 |     266418 |    2376848
    miss rate                        |     87.74% |     41.85% |     19.92% |     67.70%
    mpki                             |       0.81 |       4.32 |       0.38 |       5.70
  Cache L3                           |            |            |            |           
    num cache accesses               |     401375 |    1224830 |     279978 |    2380383
    num cache misses                 |     354805 |    1018048 |     266415 |    2252120
    miss rate                        |     88.40% |     83.12% |     95.16% |     94.61%
    mpki                             |       0.81 |       4.07 |       0.38 |       5.40
DRAM summary                         |            |            |            |           
  num dram accesses                  |    5180735 |          0 |          0 |          0
  average dram access latency (ns)   |     131.96 |        inf |        inf |        inf
  average dram queueing delay        |      21.95 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     34.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
