                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  410683934 |  458086107 |  249999979 |  377085319
  Cycles                             |  254152153 |  254152061 |  254149543 |  254152158
  IPC                                |       1.62 |       1.80 |       0.98 |       1.48
  Time (ns)                          |   84717385 |   84717354 |   84716515 |   84717386
Branch predictor stats               |            |            |            |           
  num correct                        |   17426066 |   57550330 |   38222132 |   34124554
  num incorrect                      |    1002724 |    6445789 |    9793313 |    5848429
  misprediction rate                 |      5.44% |     10.07% |     20.40% |     14.63%
  mpki                               |       2.44 |      14.07 |      39.17 |      15.51
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   39687444 |   70832408 |   32523298 |   43038567
    num misses                       |          8 |        358 |         19 |        221
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |  127589616 |  185478962 |   84159510 |  157869717
    num misses                       |      36076 |      54686 |     372581 |      85478
    miss rate                        |      0.03% |      0.03% |      0.44% |      0.05%
    mpki                             |       0.09 |       0.12 |       1.49 |       0.23
  L2 TLB                             |            |            |            |           
    num accesses                     |      36084 |      55044 |     372600 |      85699
    num misses                       |       1105 |       1799 |      78123 |       2739
    miss rate                        |      3.06% |      3.27% |     20.97% |      3.20%
    mpki                             |       0.00 |       0.00 |       0.31 |       0.01
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   39687444 |   70832408 |   32523298 |   43038567
    num cache misses                 |        436 |    1495183 |     102954 |     536053
    miss rate                        |      0.00% |      2.11% |      0.32% |      1.25%
    mpki                             |       0.00 |       3.26 |       0.41 |       1.42
  Cache L1-D                         |            |            |            |           
    num cache accesses               |  127589616 |  185478962 |   84159510 |  157869717
    num cache misses                 |    3446724 |    1436352 |     308729 |    1154002
    miss rate                        |      2.70% |      0.77% |      0.37% |      0.73%
    mpki                             |       8.39 |       3.14 |       1.23 |       3.06
  Cache L2                           |            |            |            |           
    num cache accesses               |    3455572 |    2937212 |     477447 |    1691555
    num cache misses                 |      39677 |      60480 |      93743 |      33318
    miss rate                        |      1.15% |      2.06% |     19.63% |      1.97%
    mpki                             |       0.10 |       0.13 |       0.37 |       0.09
  Cache L3                           |            |            |            |           
    num cache accesses               |      48142 |      67624 |     160698 |      35011
    num cache misses                 |      37860 |      53028 |      87229 |      30383
    miss rate                        |     78.64% |     78.42% |     54.28% |     86.78%
    mpki                             |       0.09 |       0.12 |       0.35 |       0.08
DRAM summary                         |            |            |            |           
  num dram accesses                  |     301247 |          0 |          0 |          0
  average dram access latency (ns)   |     111.05 |        inf |        inf |        inf
  average dram queueing delay        |       1.04 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      3.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
