                                   | Core 0    
  Instructions                     |   99999959
  Cycles                           |  100559678
  IPC                              |       0.99
  Time (ns)                        |   33519893
Branch predictor stats             |           
  num correct                      |    5563644
  num incorrect                    |     913023
  misprediction rate               |     14.10%
  mpki                             |       9.13
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |    9896916
    num misses                     |          5
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   29723328
    num misses                     |     205076
    miss rate                      |      0.69%
    mpki                           |       2.05
  L2 TLB                           |           
    num accesses                   |     205081
    num misses                     |       5377
    miss rate                      |      2.62%
    mpki                           |       0.05
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |    9896916
    num cache misses               |       7148
    miss rate                      |      0.07%
    mpki                           |       0.07
  Cache L1-D                       |           
    num cache accesses             |   29723328
    num cache misses               |    1221078
    miss rate                      |      4.11%
    mpki                           |      12.21
  Cache L2                         |           
    num cache accesses             |    1239948
    num cache misses               |     450575
    miss rate                      |     36.34%
    mpki                           |       4.51
  Cache L3                         |           
    num cache accesses             |     462347
    num cache misses               |     394296
    miss rate                      |     85.28%
    mpki                           |       3.94
DRAM summary                       |           
  num dram accesses                |     491605
  average dram access latency (ns) |     114.15
  average dram queueing delay      |      29.11
Coherency Traffic                  |           
  num loads from dram              |     308042
  num loads from dram cache        |          0
  num loads from remote cache      |          0
