                                     | Core 0       | Core 1       | Core 2       | Core 3       | Core 4       | Core 5       | Core 6       | Core 7       | Core 8       | Core 9       | Core 10      | Core 11      | Core 12      | Core 13      | Core 14      | Core 15     
  Instructions                       |   1648272306 |   7787207720 |   1286368006 |  10866602805 |   1271064300 |    249999989 |   2175215248 |    881699307 |   4684863527 |   3288739770 |   3528856374 |   5956820279 |  16396126740 |   7062898678 |  13248775077 |    464856428
  Cycles                             |  10714479708 |  10714479913 |  10714480691 |  10714479857 |  10714480288 |  10714474007 |  10714480794 |  10714481223 |  10714480826 |  10714479939 |  10714479888 |  10714480071 |  10714479701 |  10714479911 |  10714479799 |  10714480073
  IPC                                |         0.15 |         0.73 |         0.12 |         1.01 |         0.12 |         0.02 |         0.20 |         0.08 |         0.44 |         0.31 |         0.33 |         0.56 |         1.53 |         0.66 |         1.24 |         0.04
  Time (ns)                          |   3571493236 |   3571493305 |   3571493564 |   3571493286 |   3571493430 |   3571491336 |   3571493598 |   3571493741 |   3571493609 |   3571493313 |   3571493296 |   3571493357 |   3571493234 |   3571493304 |   3571493267 |   3571493358
Branch predictor stats               |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
  num correct                        |     14952913 |   1190353435 |    101971956 |    963492511 |     24834428 |     43244780 |    115990562 |    121209929 |    509624377 |     75690071 |    538443124 |    898484139 |   1092644402 |    384576911 |    585173093 |    108876657
  num incorrect                      |       100138 |    305161269 |      8336519 |    160844769 |     34262480 |     11689069 |      2713898 |     16658174 |     77623626 |      1349502 |    114785794 |    100942765 |    187494996 |    266670078 |     33215645 |     12081123
  misprediction rate                 |        0.67% |       20.41% |        7.56% |       14.31% |       57.98% |       21.28% |        2.29% |       12.08% |       13.22% |        1.75% |       17.57% |       10.10% |       14.65% |       40.95% |        5.37% |        9.99%
  mpki                               |         0.06 |        39.19 |         6.48 |        14.80 |        26.96 |        46.76 |         1.25 |        18.89 |        16.57 |         0.41 |        32.53 |        16.95 |        11.44 |        37.76 |         2.51 |        25.99
TLB Summary                          |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
  I-TLB                              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
