                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  428819791 |  381937701 |  249999883 |  254015709
  Cycles                             |  238895100 |  238895078 |  238892932 |  238895100
  IPC                                |       1.80 |       1.60 |       1.05 |       1.06
  Time (ns)                          |   79631700 |   79631693 |   79630977 |   79631700
Branch predictor stats               |            |            |            |           
  num correct                        |   54036759 |   15962478 |   13678195 |    5004037
  num incorrect                      |    5913987 |     917544 |    9414386 |     759807
  misprediction rate                 |      9.86% |      5.44% |     40.77% |     13.18%
  mpki                               |      13.79 |       2.40 |      37.66 |       2.99
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   66146761 |   37129082 |   20500819 |   24290485
    num misses                       |        358 |          8 |         52 |         62
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |  173450349 |  119616716 |   73920987 |  128947138
    num misses                       |      54649 |      31184 |       4511 |     290123
    miss rate                        |      0.03% |      0.03% |      0.01% |      0.22%
    mpki                             |       0.13 |       0.08 |       0.02 |       1.14
  L2 TLB                             |            |            |            |           
    num accesses                     |      55007 |      31192 |       4563 |     290185
    num misses                       |       1798 |       1030 |       4160 |       4215
    miss rate                        |      3.27% |      3.30% |     91.17% |      1.45%
    mpki                             |       0.00 |       0.00 |       0.02 |       0.02
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   66146761 |   37129082 |   20500819 |   24290485
    num cache misses                 |    1370123 |       1006 |       1597 |       3788
    miss rate                        |      2.07% |      0.00% |      0.01% |      0.02%
    mpki                             |       3.20 |       0.00 |       0.01 |       0.01
  Cache L1-D                         |            |            |            |           
    num cache accesses               |  173450349 |  119616716 |   73920987 |  128947138
    num cache misses                 |    1435298 |    3238995 |     267455 |    2010412
    miss rate                        |      0.83% |      2.71% |      0.36% |      1.56%
    mpki                             |       3.35 |       8.48 |       1.07 |       7.91
  Cache L2                           |            |            |            |           
    num cache accesses               |    2810818 |    3247815 |     271322 |    2031388
    num cache misses                 |      83714 |      44927 |     259350 |     273481
    miss rate                        |      2.98% |      1.38% |     95.59% |     13.46%
    mpki                             |       0.20 |       0.12 |       1.04 |       1.08
  Cache L3                           |            |            |            |           
    num cache accesses               |      89906 |      52868 |     261676 |     291070
    num cache misses                 |      59393 |      39706 |     258992 |     148345
    miss rate                        |     66.06% |     75.10% |     98.97% |     50.97%
    mpki                             |       0.14 |       0.10 |       1.04 |       0.58
DRAM summary                         |            |            |            |           
  num dram accesses                  |     773626 |          0 |          0 |          0
  average dram access latency (ns)   |     112.92 |        inf |        inf |        inf
  average dram queueing delay        |       2.91 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      9.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
