                                     | Core 0      | Core 1      | Core 2      | Core 3     
  Instructions                       |  1307290417 |   249999989 |   927463889 |   871783216
  Cycles                             |  3759032314 |  3759028997 |  3759032253 |  3759032621
  IPC                                |        0.35 |        0.07 |        0.25 |        0.23
  Time (ns)                          |  1253010772 |  1253009666 |  1253010751 |  1253010874
Branch predictor stats               |             |             |             |            
  num correct                        |   103623483 |    43244780 |   156368887 |   119824946
  num incorrect                      |     8462850 |    11689069 |    14460759 |    16467527
  misprediction rate                 |       7.55% |      21.28% |       8.47% |      12.08%
  mpki                               |        6.47 |       46.76 |       15.59 |       18.89
TLB Summary                          |             |             |             |            
  I-TLB                              |             |             |             |            
    num accesses                     |   109860573 |    23761816 |   107492857 |   152741193
    num misses                       |          42 |           3 |          42 |         105
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |            
    num accesses                     |   359787291 |    88558906 |   323359996 |   406203172
    num misses                       |     1753284 |    21160438 |     5581452 |    15812790
    miss rate                        |       0.49% |      23.89% |       1.73% |       3.89%
    mpki                             |        1.34 |       84.64 |        6.02 |       18.14
  L2 TLB                             |             |             |             |            
    num accesses                     |     1753326 |    21160441 |     5581494 |    15812895
    num misses                       |      546028 |    10898526 |     1507810 |     4737292
    miss rate                        |      31.14% |      51.50% |      27.01% |      29.96%
    mpki                             |        0.42 |       43.59 |        1.63 |        5.43
Cache Summary                        |             |             |             |            
  Cache L1-I                         |             |             |             |            
    num cache accesses               |   109860573 |    23761816 |   107492857 |   152741193
    num cache misses                 |      109432 |       55611 |       55776 |     1841343
    miss rate                        |       0.10% |       0.23% |       0.05% |       1.21%
    mpki                             |        0.08 |        0.22 |        0.06 |        2.11
  Cache L1-D                         |             |             |             |            
    num cache accesses               |   359787291 |    88558906 |   323359996 |   406203172
    num cache misses                 |    19160469 |    28783963 |    37878954 |    22596108
    miss rate                        |       5.33% |      32.50% |      11.71% |       5.56%
    mpki                             |       14.66 |      115.14 |       40.84 |       25.92
  Cache L2                           |             |             |             |            
    num cache accesses               |    19441420 |    32637977 |    42380468 |    29300242
    num cache misses                 |    16381502 |    20529977 |    28244136 |    18589534
    miss rate                        |      84.26% |      62.90% |      66.64% |      63.44%
    mpki                             |       12.53 |       82.12 |       30.45 |       21.32
  Cache L3                           |             |             |             |            
    num cache accesses               |    16569540 |    24401816 |    32700180 |    23473600
    num cache misses                 |    16058310 |    18498966 |    23550146 |    16359710
    miss rate                        |      96.91% |      75.81% |      72.02% |      69.69%
    mpki                             |       12.28 |       74.00 |       25.39 |       18.77
DRAM summary                         |             |             |             |            
  num dram accesses                  |    95738518 |           0 |           0 |           0
  average dram access latency (ns)   |      136.65 |         inf |         inf |         inf
  average dram queueing delay        |       26.65 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      76.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0
