                                   | Core 0    
  Instructions                     |   99999898
  Cycles                           |   99004580
  IPC                              |       1.01
  Time (ns)                        |   33001527
Branch predictor stats             |           
  num correct                      |    1021249
  num incorrect                    |     248524
  misprediction rate               |     19.57%
  mpki                             |       2.49
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |    9191444
    num misses                     |         49
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   51375933
    num misses                     |      62536
    miss rate                      |      0.12%
    mpki                           |       0.63
  L2 TLB                           |           
    num accesses                   |      62585
    num misses                     |       1643
    miss rate                      |      2.63%
    mpki                           |       0.02
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |    9191444
    num cache misses               |      19212
    miss rate                      |      0.21%
    mpki                           |       0.19
  Cache L1-D                       |           
    num cache accesses             |   51375933
    num cache misses               |     698361
    miss rate                      |      1.36%
    mpki                           |       6.98
  Cache L2                         |           
    num cache accesses             |     748213
    num cache misses               |     300697
    miss rate                      |     40.19%
    mpki                           |       3.01
  Cache L3                         |           
    num cache accesses             |     331437
    num cache misses               |     257511
    miss rate                      |     77.70%
    mpki                           |       2.58
DRAM summary                       |           
  num dram accesses                |     498638
  average dram access latency (ns) |      51.23
  average dram queueing delay      |       1.23
Coherency Traffic                  |           
  num loads from dram              |     188978
  num loads from dram cache        |          0
  num loads from remote cache      |          0
