                                   | Core 0    
  Instructions                     |   99999952
  Cycles                           |  511354305
  IPC                              |       0.20
  Time (ns)                        |  170451435
Branch predictor stats             |           
  num correct                      |     129398
  num incorrect                    |       2196
  misprediction rate               |      1.67%
  mpki                             |       0.02
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   11457119
    num misses                     |          6
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   74796255
    num misses                     |    2953990
    miss rate                      |      3.95%
    mpki                           |      29.54
  L2 TLB                           |           
    num accesses                   |    2953996
    num misses                     |    1886416
    miss rate                      |     63.86%
    mpki                           |      18.86
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   11457119
    num cache misses               |    2189564
    miss rate                      |     19.11%
    mpki                           |      21.90
  Cache L1-D                       |           
    num cache accesses             |   74796255
    num cache misses               |    3435968
    miss rate                      |      4.59%
    mpki                           |      34.36
  Cache L2                         |           
    num cache accesses             |    6775120
    num cache misses               |    5458297
    miss rate                      |     80.56%
    mpki                           |      54.58
  Cache L3                         |           
    num cache accesses             |    6607885
    num cache misses               |    5441069
    miss rate                      |     82.34%
    mpki                           |      54.41
DRAM summary                       |           
  num dram accesses                |   10865754
  average dram access latency (ns) |      51.44
  average dram queueing delay      |       1.43
Coherency Traffic                  |           
  num loads from dram              |    2577699
  num loads from dram cache        |          0
  num loads from remote cache      |          0
