                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  249999883 |  368200645 |  259073156 |  363168004
  Cycles                             |  246880493 |  246883030 |  246882991 |  246883038
  IPC                                |       1.01 |       1.49 |       1.05 |       1.47
  Time (ns)                          |   82293498 |   82294343 |   82294330 |   82294346
Branch predictor stats               |            |            |            |           
  num correct                        |   13678195 |   33277511 |    5383906 |   29250058
  num incorrect                      |    9414386 |    5704378 |     813994 |    4894448
  misprediction rate                 |     40.77% |     14.63% |     13.13% |     14.33%
  mpki                               |      37.66 |      15.49 |       3.14 |      13.48
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   20500819 |   41998180 |   24875828 |   53226855
    num misses                       |         52 |        221 |         62 |         65
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |   73920987 |  154111122 |  131292410 |  174101854
    num misses                       |       4511 |      83047 |     299344 |     977093
    miss rate                        |      0.01% |      0.05% |      0.23% |      0.56%
    mpki                             |       0.02 |       0.23 |       1.16 |       2.69
  L2 TLB                             |            |            |            |           
    num accesses                     |       4563 |      83268 |     299406 |     977158
    num misses                       |       4160 |       2714 |       4328 |       6138
    miss rate                        |     91.17% |      3.26% |      1.45% |      0.63%
    mpki                             |       0.02 |       0.01 |       0.02 |       0.02
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   20500819 |   41998180 |   24875828 |   53226855
    num cache misses                 |       1619 |     537466 |      11709 |    1561022
    miss rate                        |      0.01% |      1.28% |      0.05% |      2.93%
    mpki                             |       0.01 |       1.46 |       0.05 |       4.30
  Cache L1-D                         |            |            |            |           
    num cache accesses               |   73920987 |  154111122 |  131292410 |  174101854
    num cache misses                 |     266594 |    1149333 |    2091761 |    5786710
    miss rate                        |      0.36% |      0.75% |      1.59% |      3.32%
    mpki                             |       1.07 |       3.12 |       8.07 |      15.93
  Cache L2                           |            |            |            |           
    num cache accesses               |     270035 |    1687751 |    2119569 |    7348744
    num cache misses                 |     258725 |     251299 |     442293 |      35787
    miss rate                        |     95.81% |     14.89% |     20.87% |      0.49%
    mpki                             |       1.03 |       0.68 |       1.71 |       0.10
  Cache L3                           |            |            |            |           
    num cache accesses               |     260645 |     252289 |     458530 |      37028
    num cache misses                 |     257911 |      20572 |     139075 |      23628
    miss rate                        |     98.95% |      8.15% |     30.33% |     63.81%
    mpki                             |       1.03 |       0.06 |       0.54 |       0.07
DRAM summary                         |            |            |            |           
  num dram accesses                  |     671011 |          0 |          0 |          0
  average dram access latency (ns)   |     137.49 |        inf |        inf |        inf
  average dram queueing delay        |      17.47 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     16.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
