                                   | Core 0    
  Instructions                     |  499999978
  Cycles                           |  390593737
  IPC                              |       1.28
  Time (ns)                        |  130197912
Branch predictor stats             |           
  num correct                      |   75184359
  num incorrect                    |    8433234
  misprediction rate               |     10.09%
  mpki                             |      16.87
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   79977756
    num misses                     |       3035
    miss rate                      |      0.00%
    mpki                           |       0.01
  D-TLB                            |           
    num accesses                   |  200753915
    num misses                     |    1048925
    miss rate                      |      0.52%
    mpki                           |       2.10
  L2 TLB                           |           
    num accesses                   |    1051960
    num misses                     |     152868
    miss rate                      |     14.53%
    mpki                           |       0.31
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   79977756
    num cache misses               |    1444509
    miss rate                      |      1.81%
    mpki                           |       2.89
  Cache L1-D                       |           
    num cache accesses             |  200753915
    num cache misses               |    1768653
    miss rate                      |      0.88%
    mpki                           |       3.54
  Cache L2                         |           
    num cache accesses             |    3270184
    num cache misses               |    1707318
    miss rate                      |     52.21%
    mpki                           |       3.41
  Cache L3                         |           
    num cache accesses             |    1764541
    num cache misses               |     486779
    miss rate                      |     27.59%
    mpki                           |       0.97
DRAM summary                       |           
  num dram accesses                |     567809
  average dram access latency (ns) |      97.72
  average dram queueing delay      |      12.68
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
