                                     | Core 0     | Core 1      | Core 2      | Core 3     
  Instructions                       |  249999973 |  1643527869 |  1781547851 |  1651726992
  Cycles                             |  905995300 |   906010594 |   906010425 |   906010947
  IPC                                |       0.28 |        1.81 |        1.97 |        1.82
  Time (ns)                          |  301998433 |   302003532 |   302003475 |   302003649
Branch predictor stats               |            |             |             |            
  num correct                        |   40600608 |    94243419 |   328786864 |   110269139
  num incorrect                      |    2521753 |    15954379 |    22430209 |    18840781
  misprediction rate                 |      5.85% |      14.48% |       6.39% |      14.59%
  mpki                               |      10.09 |        9.71 |       12.59 |       11.41
TLB Summary                          |            |             |             |            
  I-TLB                              |            |             |             |            
    num accesses                     |   41868591 |   185093588 |   292131550 |   200295570
    num misses                       |          4 |          56 |          39 |          18
    miss rate                        |      0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |       0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |            |             |             |            
    num accesses                     |   75636447 |   771051254 |   580610904 |   695928792
    num misses                       |      88470 |      495453 |          23 |     4889567
    miss rate                        |      0.12% |       0.06% |       0.00% |       0.70%
    mpki                             |       0.35 |        0.30 |        0.00 |        2.96
  L2 TLB                             |            |             |             |            
    num accesses                     |      88474 |      495509 |          62 |     4889585
    num misses                       |      88474 |       78149 |          62 |       37099
    miss rate                        |    100.00% |      15.77% |     100.00% |       0.76%
    mpki                             |       0.35 |        0.05 |        0.00 |        0.02
Cache Summary                        |            |             |             |            
  Cache L1-I                         |            |             |             |            
    num cache accesses               |   41868591 |   185093588 |   292131550 |   200295570
    num cache misses                 |       7221 |      533577 |     2724766 |     1682665
    miss rate                        |      0.02% |       0.29% |       0.93% |       0.84%
    mpki                             |       0.03 |        0.32 |        1.53 |        1.02
  Cache L1-D                         |            |             |             |            
    num cache accesses               |   75636447 |   771051254 |   580610904 |   695928792
    num cache misses                 |    5663689 |     4714205 |        5953 |     3251676
    miss rate                        |      7.49% |       0.61% |       0.00% |       0.47%
    mpki                             |      22.65 |        2.87 |        0.00 |        1.97
  Cache L2                           |            |             |             |            
    num cache accesses               |    7670487 |     5248163 |     2731261 |     4938224
    num cache misses                 |    5670910 |     3682203 |       17462 |      390652
    miss rate                        |     73.93% |      70.16% |       0.64% |       7.91%
    mpki                             |      22.68 |        2.24 |        0.01 |        0.24
  Cache L3                           |            |             |             |            
    num cache accesses               |    7670487 |     3682632 |       18004 |      394581
    num cache misses                 |    5585800 |       76485 |       15096 |       21696
    miss rate                        |     72.82% |       2.08% |      83.85% |       5.50%
    mpki                             |      22.34 |        0.05 |        0.01 |        0.01
DRAM summary                         |            |             |             |            
  num dram accesses                  |    7700882 |           0 |           0 |           0
  average dram access latency (ns)   |     112.94 |         inf |         inf |         inf
  average dram queueing delay        |       2.93 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |     25.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |            |             |             |            
  num loads from dram                |          0 |           0 |           0 |           0
  num loads from dram cache          |          0 |           0 |           0 |           0
  num loads from remote cache        |          0 |           0 |           0 |           0
