                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  4197046089 |   893962269 |  3407108940 |   249999989 |  3320421874 |  3071470107 |   509475522 |   967862085
  Cycles                             |  4670324336 |  4670324553 |  4670324100 |  4670320154 |  4670324111 |  4670324193 |  4670324587 |  4670324563
  IPC                                |        0.90 |        0.19 |        0.73 |        0.05 |        0.71 |        0.66 |        0.11 |        0.21
  Time (ns)                          |  1556774779 |  1556774851 |  1556774700 |  1556773385 |  1556774704 |  1556774731 |  1556774863 |  1556774855
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |   224772639 |   122847009 |    63561464 |    43244780 |   427653637 |    70719103 |   119382282 |   163851153
  num incorrect                      |   160037009 |    16889892 |     9611474 |    11689069 |    99831428 |     1259889 |    13256267 |    15109488
  misprediction rate                 |      41.59% |      12.09% |      13.14% |      21.28% |      18.93% |       1.75% |       9.99% |       8.44%
  mpki                               |       38.13 |       18.89 |        2.82 |       46.76 |       30.07 |        0.41 |       26.02 |       15.61
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   340102921 |   156597754 |   324433308 |    23761816 |   465509306 |   275036947 |    43056485 |   112292543
    num misses                       |          52 |         105 |         110 |           3 |         244 |           4 |       35043 |          42
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.08% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.07 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |  1235136486 |   416581696 |  1730888120 |    88558906 |  1297138778 |  1205273822 |   176507066 |   335854054
    num misses                       |       73673 |    16204794 |     3887207 |    21160308 |     2312930 |      638023 |     2693251 |     5722757
    miss rate                        |       0.01% |       3.89% |       0.22% |      23.89% |       0.18% |       0.05% |       1.53% |       1.70%
    mpki                             |        0.02 |       18.13 |        1.14 |       84.64 |        0.70 |        0.21 |        5.29 |        5.91
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |       73725 |    16204899 |     3887317 |    21160311 |     2313174 |      638027 |     2728294 |     5722799
    num misses                       |       65632 |     4847033 |       52734 |    10898543 |      369273 |      334915 |     2306250 |     1551541
    miss rate                        |      89.02% |      29.91% |       1.36% |      51.50% |      15.96% |      52.49% |      84.53% |      27.11%
    mpki                             |        0.02 |        5.42 |        0.02 |       43.59 |        0.11 |        0.11 |        4.53 |        1.60
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |   340102921 |   156597754 |   324433308 |    23761816 |   465509306 |   275036947 |    43056485 |   112292543
    num cache misses                 |      105252 |     1629360 |       69967 |       27740 |    13530796 |       40666 |      681416 |       44505
    miss rate                        |       0.03% |       1.04% |       0.02% |       0.12% |       2.91% |       0.01% |       1.58% |       0.04%
    mpki                             |        0.03 |        1.82 |        0.02 |        0.11 |        4.08 |        0.01 |        1.34 |        0.05
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |  1235136486 |   416581696 |  1730888120 |    88558906 |  1297138778 |  1205273822 |   176507066 |   335854054
    num cache misses                 |     4611243 |    23063323 |    26722554 |    28777350 |    16095719 |    30981446 |    15086664 |    39195888
    miss rate                        |       0.37% |       5.54% |       1.54% |      32.50% |       1.24% |       2.57% |       8.55% |      11.67%
    mpki                             |        1.10 |       25.80 |        7.84 |      115.11 |        4.85 |       10.09 |       29.61 |       40.50
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |     4908330 |    29377027 |    28262759 |    32577642 |    30816468 |    31056734 |    15807578 |    43219200
    num cache misses                 |     4503796 |    17463947 |     5468147 |    18976672 |     5192815 |    21194642 |    14824552 |    26466031
    miss rate                        |      91.76% |      59.45% |      19.35% |      58.25% |      16.85% |      68.24% |      93.78% |      61.24%
    mpki                             |        1.07 |       19.54 |        1.60 |       75.91 |        1.56 |        6.90 |       29.10 |       27.34
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |     4700088 |    22179763 |     7009031 |    22847920 |     6431203 |    21242195 |    14866053 |    30571729
    num cache misses                 |     4502219 |    15771469 |     5266606 |    17929249 |     5089244 |    21137687 |    14717982 |    22455852
    miss rate                        |      95.79% |      71.11% |      75.14% |      78.47% |      79.13% |      99.51% |      99.00% |      73.45%
    mpki                             |        1.07 |       17.64 |        1.55 |       71.72 |        1.53 |        6.88 |       28.89 |       23.20
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |   139583270 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      180.87 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |       70.86 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      89.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
