                                     | Core 0      | Core 1      | Core 2      | Core 3     
  Instructions                       |   249999909 |  2937962295 |   637519969 |  3870329921
  Cycles                             |  2779903585 |  2779905600 |  2779905858 |  2779905457
  IPC                                |        0.09 |        1.06 |        0.23 |        1.39
  Time (ns)                          |   926634528 |   926635200 |   926635286 |   926635152
Branch predictor stats               |             |             |             |            
  num correct                        |     2271023 |   236288087 |    50521855 |   257945984
  num incorrect                      |       15217 |    39678310 |     4142626 |    44263626
  misprediction rate                 |       0.67% |      14.38% |       7.58% |      14.65%
  mpki                               |        0.06 |       13.51 |        6.50 |       11.44
TLB Summary                          |             |             |             |            
  I-TLB                              |             |             |             |            
    num accesses                     |    22095385 |   430414043 |    53590100 |   469549754
    num misses                       |           3 |          65 |          42 |          18
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |            
    num accesses                     |    68115827 |  1408540405 |   175495413 |  1631754678
    num misses                       |      121838 |     7867558 |      861148 |    11581707
    miss rate                        |       0.18% |       0.56% |       0.49% |       0.71%
    mpki                             |        0.49 |        2.68 |        1.35 |        2.99
  L2 TLB                             |             |             |             |            
    num accesses                     |      121841 |     7867623 |      861190 |    11581725
    num misses                       |      121749 |       49556 |      269872 |       88265
    miss rate                        |      99.92% |       0.63% |      31.34% |       0.76%
    mpki                             |        0.49 |        0.02 |        0.42 |        0.02
Cache Summary                        |             |             |             |            
  Cache L1-I                         |             |             |             |            
    num cache accesses               |    22095385 |   430414043 |    53590100 |   469549754
    num cache misses                 |      163498 |    12753439 |       71612 |     3882413
    miss rate                        |       0.74% |       2.96% |       0.13% |       0.83%
    mpki                             |        0.65 |        4.34 |        0.11 |        1.00
  Cache L1-D                         |             |             |             |            
    num cache accesses               |    68115827 |  1408540405 |   175495413 |  1631754678
    num cache misses                 |    12888772 |    46381587 |     9383556 |     7553458
    miss rate                        |      18.92% |       3.29% |       5.35% |       0.46%
    mpki                             |       51.56 |       15.79 |       14.72 |        1.95
  Cache L2                           |             |             |             |            
    num cache accesses               |    13055808 |    59151960 |     9486923 |    11497897
    num cache misses                 |     9158865 |      648929 |     8159985 |      407010
    miss rate                        |      70.15% |       1.10% |      86.01% |       3.54%
    mpki                             |       36.64 |        0.22 |       12.80 |        0.11
  Cache L3                           |             |             |             |            
    num cache accesses               |     9162403 |      667676 |     8191854 |      469762
    num cache misses                 |     9113617 |      513036 |     2704643 |      360291
    miss rate                        |      99.47% |      76.84% |      33.02% |      76.70%
    mpki                             |       36.45 |        0.17 |        4.24 |        0.09
DRAM summary                         |             |             |             |            
  num dram accesses                  |    20027420 |           0 |           0 |           0
  average dram access latency (ns)   |      602.37 |         inf |         inf |         inf
  average dram queueing delay        |      462.33 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      86.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0
