                                     | Core 0      | Core 1      | Core 2      | Core 3     
  Instructions                       |   501607684 |   249999989 |  2887417741 |  3152906637
  Cycles                             |  3247561963 |  3247559086 |  3247561739 |  3247561819
  IPC                                |        0.15 |        0.08 |        0.89 |        0.97
  Time (ns)                          |  1082520654 |  1082519695 |  1082520580 |  1082520606
Branch predictor stats               |             |             |             |            
  num correct                        |   117519217 |    43244780 |     3765255 |   482099879
  num incorrect                      |    13043884 |    11689069 |       63810 |   123548573
  misprediction rate                 |       9.99% |      21.28% |       1.67% |      20.40%
  mpki                               |       26.00 |       46.76 |        0.02 |       39.19
TLB Summary                          |             |             |             |            
  I-TLB                              |             |             |             |            
    num accesses                     |    42400991 |    23761816 |   330731198 |   410227285
    num misses                       |       34787 |           3 |           6 |          19
    miss rate                        |       0.08% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.07 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |            
    num accesses                     |   173813197 |    88558906 |  2159968307 |  1061239453
    num misses                       |     2667297 |    21160181 |    78024759 |     4692579
    miss rate                        |       1.53% |      23.89% |       3.61% |       0.44%
    mpki                             |        5.32 |       84.64 |       27.02 |        1.49
  L2 TLB                             |             |             |             |            
    num accesses                     |     2702084 |    21160184 |    78024765 |     4692598
    num misses                       |     2284377 |    10898410 |    55776397 |      983166
    miss rate                        |      84.54% |      51.50% |      71.49% |      20.95%
    mpki                             |        4.55 |       43.59 |       19.32 |        0.31
Cache Summary                        |             |             |             |            
  Cache L1-I                         |             |             |             |            
    num cache accesses               |    42400991 |    23761816 |   330731198 |   410227285
    num cache misses                 |      818577 |      190253 |     1679172 |     2099211
    miss rate                        |       1.93% |       0.80% |       0.51% |       0.51%
    mpki                             |        1.63 |        0.76 |        0.58 |        0.67
  Cache L1-D                         |             |             |             |            
    num cache accesses               |   173813197 |    88558906 |  2159968307 |  1061239453
    num cache misses                 |    14966661 |    28757787 |    24114114 |     4352055
    miss rate                        |       8.61% |      32.47% |       1.12% |       0.41%
    mpki                             |       29.84 |      115.03 |        8.35 |        1.38
  Cache L2                           |             |             |             |            
    num cache accesses               |    15830149 |    32606379 |    25832042 |     7292476
    num cache misses                 |    15150310 |    24347982 |    18282437 |     2887793
    miss rate                        |      95.71% |      74.67% |      70.77% |      39.60%
    mpki                             |       30.20 |       97.39 |        6.33 |        0.92
  Cache L3                           |             |             |             |            
    num cache accesses               |    15196415 |    28032106 |    18321637 |     3743360
    num cache misses                 |    14352309 |    17145751 |    16248267 |     1184174
    miss rate                        |      94.45% |      61.16% |      88.68% |      31.63%
    mpki                             |       28.61 |       68.58 |        5.63 |        0.38
DRAM summary                         |             |             |             |            
  num dram accesses                  |    58613357 |           0 |           0 |           0
  average dram access latency (ns)   |      128.01 |         inf |         inf |         inf
  average dram queueing delay        |       18.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      54.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0
