                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  449301651 |  401155588 |  249999883 |  309713643
  Cycles                             |  241376418 |  241376394 |  241374566 |  241376414
  IPC                                |       1.86 |       1.66 |       1.04 |       1.28
  Time (ns)                          |   80458806 |   80458798 |   80458189 |   80458805
Branch predictor stats               |            |            |            |           
  num correct                        |   82919566 |   50696568 |   13678195 |   24953507
  num incorrect                      |    5657133 |    5422513 |    9414386 |    4201136
  misprediction rate                 |      6.39% |      9.66% |     40.77% |     14.41%
  mpki                               |      12.59 |      13.52 |      37.66 |      13.56
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   73675257 |   61711057 |   20500819 |   45431149
    num misses                       |         39 |        358 |         52 |         65
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |  146430343 |  162075420 |   73920987 |  148607508
    num misses                       |         23 |      54592 |       4511 |     831363
    miss rate                        |      0.00% |      0.03% |      0.01% |      0.56%
    mpki                             |       0.00 |       0.14 |       0.02 |       2.68
  L2 TLB                             |            |            |            |           
    num accesses                     |         62 |      54950 |       4563 |     831428
    num misses                       |         62 |       1799 |       4160 |       5385
    miss rate                        |    100.00% |      3.27% |     91.17% |      0.65%
    mpki                             |       0.00 |       0.00 |       0.02 |       0.02
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   73675257 |   61711057 |   20500819 |   45431149
    num cache misses                 |     716050 |    1268861 |       4681 |    1331947
    miss rate                        |      0.97% |      2.06% |      0.02% |      2.93%
    mpki                             |       1.59 |       3.16 |       0.02 |       4.30
  Cache L1-D                         |            |            |            |           
    num cache accesses               |  146430343 |  162075420 |   73920987 |  148607508
    num cache misses                 |      12041 |    1441963 |     274979 |    5014798
    miss rate                        |      0.01% |      0.89% |      0.37% |      3.37%
    mpki                             |       0.03 |       3.59 |       1.10 |      16.19
  Cache L2                           |            |            |            |           
    num cache accesses               |     730048 |    2727026 |     286690 |    6354292
    num cache misses                 |      43634 |     173372 |     269049 |     158242
    miss rate                        |      5.98% |      6.36% |     93.85% |      2.49%
    mpki                             |       0.10 |       0.43 |       1.08 |       0.51
  Cache L3                           |            |            |            |           
    num cache accesses               |      45591 |     189774 |     276177 |     167275
    num cache misses                 |      43628 |     154198 |     268521 |     141042
    miss rate                        |     95.69% |     81.25% |     97.23% |     84.32%
    mpki                             |       0.10 |       0.38 |       1.07 |       0.46
DRAM summary                         |            |            |            |           
  num dram accesses                  |     908804 |          0 |          0 |          0
  average dram access latency (ns)   |     113.01 |        inf |        inf |        inf
  average dram queueing delay        |       3.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     11.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
