                                   | Core 0    
  Instructions                     |  249999868
  Cycles                           |  381157474
  IPC                              |       0.66
  Time (ns)                        |  127052492
Branch predictor stats             |           
  num correct                      |   15498693
  num incorrect                    |     530274
  misprediction rate               |      3.31%
  mpki                             |       2.12
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   23732269
    num misses                     |         22
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   82805000
    num misses                     |     659856
    miss rate                      |      0.80%
    mpki                           |       2.64
  L2 TLB                           |           
    num accesses                   |     659878
    num misses                     |      65425
    miss rate                      |      9.91%
    mpki                           |       0.26
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   23732269
    num cache misses               |     120120
    miss rate                      |      0.51%
    mpki                           |       0.48
  Cache L1-D                       |           
    num cache accesses             |   82805000
    num cache misses               |    4663391
    miss rate                      |      5.63%
    mpki                           |      18.65
  Cache L2                         |           
    num cache accesses             |    5371924
    num cache misses               |    2523329
    miss rate                      |     46.97%
    mpki                           |      10.09
  Cache L3                         |           
    num cache accesses             |    3132863
    num cache misses               |    2364776
    miss rate                      |     75.48%
    mpki                           |       9.46
DRAM summary                       |           
  num dram accesses                |    3277967
  average dram access latency (ns) |      71.44
  average dram queueing delay      |       6.42
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
