                                     | Core 0      | Core 1      | Core 2      | Core 3     
  Instructions                       |   249999973 |   847415368 |   381328087 |   489214801
  Cycles                             |  1660556105 |  1660557857 |  1660557785 |  1660557772
  IPC                                |        0.15 |        0.51 |        0.23 |        0.29
  Time (ns)                          |   553518702 |   553519286 |   553519262 |   553519257
Branch predictor stats               |             |             |             |            
  num correct                        |    40600608 |   128549103 |     7183342 |     4411196
  num incorrect                      |     2521753 |    27930729 |     9998761 |       29480
  misprediction rate                 |       5.85% |      17.85% |      58.19% |       0.66%
  mpki                               |       10.09 |       32.96 |       26.22 |        0.06
TLB Summary                          |             |             |             |            
  I-TLB                              |             |             |             |            
    num accesses                     |    41868591 |   117241096 |    41856217 |    43235687
    num misses                       |           4 |         216 |          14 |           3
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |            
    num accesses                     |    75636447 |   329238775 |   140043751 |   132841738
    num misses                       |       88470 |     1749167 |      997945 |      235670
    miss rate                        |       0.12% |       0.53% |       0.71% |       0.18%
    mpki                             |        0.35 |        2.06 |        2.62 |        0.48
  L2 TLB                             |             |             |             |            
    num accesses                     |       88474 |     1749383 |      997959 |      235673
    num misses                       |       88474 |      159728 |      997948 |      235491
    miss rate                        |     100.00% |       9.13% |     100.00% |      99.92%
    mpki                             |        0.35 |        0.19 |        2.62 |        0.48
Cache Summary                        |             |             |             |            
  Cache L1-I                         |             |             |             |            
    num cache accesses               |    41868591 |   117241096 |    41856217 |    43235687
    num cache misses                 |        7090 |     6949390 |       33726 |      335608
    miss rate                        |       0.02% |       5.93% |       0.08% |       0.78%
    mpki                             |        0.03 |        8.20 |        0.09 |        0.69
  Cache L1-D                         |             |             |             |            
    num cache accesses               |    75636447 |   329238775 |   140043751 |   132841738
    num cache misses                 |     5663674 |     7214927 |    10745771 |    24900076
    miss rate                        |       7.49% |       2.19% |       7.67% |      18.74%
    mpki                             |       22.65 |        8.51 |       28.18 |       50.90
  Cache L2                           |             |             |             |            
    num cache accesses               |     7690458 |    14512616 |    12189333 |    25235688
    num cache misses                 |     5670764 |     7125734 |    10779497 |    16402061
    miss rate                        |      73.74% |      49.10% |      88.43% |      65.00%
    mpki                             |       22.68 |        8.41 |       28.27 |       33.53
  Cache L3                           |             |             |             |            
    num cache accesses               |     7690458 |     7474553 |    12189333 |    16402065
    num cache misses                 |     5660106 |     1967450 |    10744208 |    15052276
    miss rate                        |      73.60% |      26.32% |      88.14% |      91.77%
    mpki                             |       22.64 |        2.32 |       28.18 |       30.77
DRAM summary                         |             |             |             |            
  num dram accesses                  |    51841838 |           0 |           0 |           0
  average dram access latency (ns)   |      218.65 |         inf |         inf |         inf
  average dram queueing delay        |      108.64 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      93.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0
