                                   | Core 0    
  Instructions                     |  499999988
  Cycles                           |  276903098
  IPC                              |       1.81
  Time (ns)                        |   92301033
Branch predictor stats             |           
  num correct                      |   27991202
  num incorrect                    |    4784151
  misprediction rate               |     14.60%
  mpki                             |       9.57
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   55470952
    num misses                     |         56
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |  236294951
    num misses                     |     329412
    miss rate                      |      0.14%
    mpki                           |       0.66
  L2 TLB                           |           
    num accesses                   |     329468
    num misses                     |      32375
    miss rate                      |      9.83%
    mpki                           |       0.06
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   55470952
    num cache misses               |     158154
    miss rate                      |      0.29%
    mpki                           |       0.32
  Cache L1-D                       |           
    num cache accesses             |  236294951
    num cache misses               |    1476375
    miss rate                      |      0.62%
    mpki                           |       2.95
  Cache L2                         |           
    num cache accesses             |    1634683
    num cache misses               |    1205011
    miss rate                      |     73.72%
    mpki                           |       2.41
  Cache L3                         |           
    num cache accesses             |    1205198
    num cache misses               |      58959
    miss rate                      |      4.89%
    mpki                           |       0.12
DRAM summary                       |           
  num dram accesses                |      58967
  average dram access latency (ns) |      50.14
  average dram queueing delay      |       0.14
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
