                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  3059241828 |   893846961 |  6098476974 |  3180115117 |  3638587030 |   487126013 |  2217349203 |   249999989
  Cycles                             |  3189786912 |  3189786992 |  3189786840 |  3189786902 |  3189786900 |  3189787327 |  3189786962 |  3189783504
  IPC                                |        0.96 |        0.28 |        1.91 |        1.00 |        1.14 |        0.15 |        0.70 |        0.08
  Time (ns)                          |  1063262304 |  1063262331 |  1063262280 |  1063262301 |  1063262300 |  1063262442 |  1063262321 |  1063261168
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |   467552360 |   122830738 |  1125477792 |   168666476 |   548936425 |   114119687 |   336904609 |    43244780
  num incorrect                      |   119949752 |    16888017 |    76779137 |   121772766 |    61617966 |    12670737 |    72876633 |    11689069
  misprediction rate                 |      20.42% |      12.09% |       6.39% |      41.93% |      10.09% |       9.99% |      17.78% |      21.28%
  mpki                               |       39.21 |       18.89 |       12.59 |       38.29 |       16.93 |       26.01 |       32.87 |       46.76
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   398027696 |   156577232 |   999998452 |   257299368 |   582432238 |    41186357 |   306798267 |    23761816
    num misses                       |          19 |         105 |          39 |          52 |       21330 |       33860 |         432 |           3
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.08% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.01 |        0.07 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |  1029687372 |   416529529 |  1987487526 |   935009509 |  1464637089 |   168798374 |   860415265 |    88558906
    num misses                       |     4559695 |    16208831 |          23 |       54453 |     8129763 |     2595617 |     4572903 |    21160180
    miss rate                        |       0.44% |       3.89% |       0.00% |       0.01% |       0.56% |       1.54% |       0.53% |      23.89%
    mpki                             |        1.49 |       18.13 |        0.00 |        0.02 |        2.23 |        5.33 |        2.06 |       84.64
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |     4559714 |    16208936 |          62 |       54505 |     8151093 |     2629477 |     4573335 |    21160183
    num misses                       |      954508 |     4846715 |          62 |       48552 |     1162516 |     2223340 |      435518 |    10898291
    miss rate                        |      20.93% |      29.90% |     100.00% |      89.08% |      14.26% |      84.55% |       9.52% |      51.50%
    mpki                             |        0.31 |        5.42 |        0.00 |        0.02 |        0.32 |        4.56 |        0.20 |       43.59
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |   398027696 |   156577232 |   999998452 |   257299368 |   582432238 |    41186357 |   306798267 |    23761816
    num cache misses                 |     2047479 |     3366579 |     9502703 |       79785 |    11001123 |      784877 |    17891954 |      189566
    miss rate                        |       0.51% |       2.15% |       0.95% |       0.03% |       1.89% |       1.91% |       5.83% |       0.80%
    mpki                             |        0.67 |        3.77 |        1.56 |        0.03 |        3.02 |        1.61 |        8.07 |        0.76
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |  1029687372 |   416529529 |  1987487526 |   935009509 |  1464637089 |   168798374 |   860415265 |    88558906
    num cache misses                 |     4252973 |    23674211 |      100693 |     3392285 |    13618044 |    14525281 |    19295403 |    28749384
    miss rate                        |       0.41% |       5.68% |       0.01% |       0.36% |       0.93% |       8.61% |       2.24% |      32.46%
    mpki                             |        1.39 |       26.49 |        0.02 |        1.07 |        3.74 |       29.82 |        8.70 |      115.00
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |     7134022 |    31042973 |     9617880 |     3593916 |    25065665 |    15344403 |    37998759 |    32550168
    num cache misses                 |     2862487 |    23246874 |      309970 |     3308329 |    13216797 |    14674271 |    18782353 |    24327955
    miss rate                        |      40.12% |      74.89% |       3.22% |      92.05% |      52.73% |      95.63% |      49.43% |      74.74%
    mpki                             |        0.94 |       26.01 |        0.05 |        1.04 |        3.63 |       30.12 |        8.47 |       97.31
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |     3710677 |    27253902 |      324454 |     3432135 |    13665028 |    14709523 |    19594935 |    27964768
    num cache misses                 |     1283781 |    13760825 |      305805 |     3285051 |     4023337 |    13692948 |     4759350 |    16012666
    miss rate                        |      34.60% |      50.49% |      94.25% |      95.71% |      29.44% |      93.09% |      24.29% |      57.26%
    mpki                             |        0.42 |       15.40 |        0.05 |        1.03 |        1.11 |       28.11 |        2.15 |       64.05
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |    72763221 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      126.29 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |       16.28 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      68.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
