                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  4114773618 |   883998094 |  3574668759 |   249999989 |  3672390777 |  3045585577 |   519091597 |  1019670233
  Cycles                             |  4577753407 |  4577753761 |  4577753293 |  4577749215 |  4577753356 |  4577753478 |  4577753660 |  4577753477
  IPC                                |        0.90 |        0.19 |        0.78 |        0.05 |        0.80 |        0.67 |        0.11 |        0.22
  Time (ns)                          |  1525917802 |  1525917920 |  1525917764 |  1525916405 |  1525917785 |  1525917826 |  1525917887 |  1525917826
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |   221748718 |   121536996 |    67994640 |    43244780 |   472456777 |    70046165 |   121644405 |   173250063
  num incorrect                      |   156226301 |    16702847 |    10303035 |    11689069 |   110454604 |     1248671 |    13506323 |    15856261
  misprediction rate                 |      41.33% |      12.08% |      13.16% |      21.28% |      18.95% |       1.75% |       9.99% |       8.38%
  mpki                               |       37.97 |       18.89 |        2.88 |       46.76 |       30.08 |        0.41 |       26.02 |       15.55
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   335217371 |   154874956 |   340686432 |    23761816 |   515076486 |   272216909 |    43861215 |   118350376
    num misses                       |          52 |         105 |         114 |           3 |         259 |           4 |       35652 |          42
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.08% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.07 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |  1213299152 |   411943407 |  1811333563 |    88558906 |  1436389629 |  1195077869 |   179829498 |   352930641
    num misses                       |       72490 |    16041577 |     4082972 |    21160213 |     2544268 |      634064 |     2748792 |     5934100
    miss rate                        |       0.01% |       3.89% |       0.23% |      23.89% |       0.18% |       0.05% |       1.53% |       1.68%
    mpki                             |        0.02 |       18.15 |        1.14 |       84.64 |        0.69 |        0.21 |        5.30 |        5.82
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |       72542 |    16041682 |     4083086 |    21160216 |     2544527 |      634068 |     2784444 |     5934142
    num misses                       |       64647 |     4800273 |       56382 |    10898647 |      406591 |      330944 |     2355421 |     1618493
    miss rate                        |      89.12% |      29.92% |       1.38% |      51.51% |      15.98% |      52.19% |      84.59% |      27.27%
    mpki                             |        0.02 |        5.43 |        0.02 |       43.59 |        0.11 |        0.11 |        4.54 |        1.59
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |   335217371 |   154874956 |   340686432 |    23761816 |   515076486 |   272216909 |    43861215 |   118350376
    num cache misses                 |      121905 |     2342967 |      188129 |      106213 |    15191405 |      174152 |      742322 |       85312
    miss rate                        |       0.04% |       1.51% |       0.06% |       0.45% |       2.95% |       0.06% |       1.69% |       0.07%
    mpki                             |        0.03 |        2.65 |        0.05 |        0.42 |        4.14 |        0.06 |        1.43 |        0.08
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |  1213299152 |   411943407 |  1811333563 |    88558906 |  1436389629 |  1195077869 |   179829498 |   352930641
    num cache misses                 |     4558897 |    23027358 |    28133399 |    28761445 |    17688281 |    30755970 |    15408831 |    41321421
    miss rate                        |       0.38% |       5.59% |       1.55% |      32.48% |       1.23% |       2.57% |       8.57% |      11.71%
    mpki                             |        1.11 |       26.05 |        7.87 |      115.05 |        4.82 |       10.10 |       29.68 |       40.52
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |     4892387 |    29979117 |    29528658 |    32584630 |    34098075 |    30960003 |    16188326 |    45386024
    num cache misses                 |     4484075 |    20526976 |     7891423 |    22341695 |     9691587 |    21101619 |    15356044 |    33757990
    miss rate                        |      91.65% |      68.47% |      26.72% |      68.57% |      28.42% |      68.16% |      94.86% |      74.38%
    mpki                             |        1.09 |       23.22 |        2.21 |       89.37 |        2.64 |        6.93 |       29.58 |       33.11
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |     4700355 |    25147913 |     9101567 |    26106024 |    10935654 |    21143171 |    15394878 |    37740501
    num cache misses                 |     4472549 |    15556638 |     4746135 |    17533047 |     4202088 |    20725890 |    14509638 |    22279752
    miss rate                        |      95.15% |      61.86% |      52.15% |      67.16% |      38.43% |      98.03% |      94.25% |      59.03%
    mpki                             |        1.09 |       17.60 |        1.33 |       70.13 |        1.14 |        6.81 |       27.95 |       21.85
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |   136368526 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      180.72 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |       70.71 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      89.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
