                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  249999979 |  299190409 |  420979854 |  480749876
  Cycles                             |  294576387 |  294578712 |  294578710 |  294578684
  IPC                                |       0.85 |       1.02 |       1.43 |       1.63
  Time (ns)                          |   98192129 |   98192904 |   98192903 |   98192895
Branch predictor stats               |            |            |            |           
  num correct                        |   38222132 |   14921642 |   17904942 |   61981356
  num incorrect                      |    9793313 |   11811319 |    1035204 |    6670075
  misprediction rate                 |     20.40% |     44.18% |      5.47% |      9.72%
  mpki                               |      39.17 |      39.48 |       2.46 |      13.87
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   32523298 |   23590773 |   40613825 |   73262445
    num misses                       |         19 |         52 |          8 |        371
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |   84159510 |   87021119 |  130614268 |  191672549
    num misses                       |     372572 |       4648 |      37570 |      56702
    miss rate                        |      0.44% |      0.01% |      0.03% |      0.03%
    mpki                             |       1.49 |       0.02 |       0.09 |       0.12
  L2 TLB                             |            |            |            |           
    num accesses                     |     372591 |       4700 |      37578 |      57073
    num misses                       |      78123 |       4244 |       1130 |       1874
    miss rate                        |     20.97% |     90.30% |      3.01% |      3.28%
    mpki                             |       0.31 |       0.01 |       0.00 |       0.00
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   32523298 |   23590773 |   40613825 |   73262445
    num cache misses                 |     191643 |      10844 |       7669 |    1540598
    miss rate                        |      0.59% |      0.05% |      0.02% |      2.10%
    mpki                             |       0.77 |       0.04 |       0.02 |       3.20
  Cache L1-D                         |            |            |            |           
    num cache accesses               |   84159510 |   87021119 |  130614268 |  191672549
    num cache misses                 |     378473 |     289185 |    3575855 |    1747625
    miss rate                        |      0.45% |      0.33% |      2.74% |      0.91%
    mpki                             |       1.51 |       0.97 |       8.49 |       3.64
  Cache L2                           |            |            |            |           
    num cache accesses               |     656847 |     316001 |    3609272 |    3315880
    num cache misses                 |     281417 |     288502 |     173724 |     229249
    miss rate                        |     42.84% |     91.30% |      4.81% |      6.91%
    mpki                             |       1.13 |       0.96 |       0.41 |       0.48
  Cache L3                           |            |            |            |           
    num cache accesses               |     370191 |     304800 |     200828 |     257290
    num cache misses                 |     266006 |     288273 |     168835 |     203516
    miss rate                        |     71.86% |     94.58% |     84.07% |     79.10%
    mpki                             |       1.06 |       0.96 |       0.40 |       0.42
DRAM summary                         |            |            |            |           
  num dram accesses                  |    1394104 |          0 |          0 |          0
  average dram access latency (ns)   |     112.38 |        inf |        inf |        inf
  average dram queueing delay        |       2.37 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     14.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
