                                   | Core 0    
  Instructions                     |  499999882
  Cycles                           |  297950039
  IPC                              |       1.68
  Time (ns)                        |   99316680
Branch predictor stats             |           
  num correct                      |   42276330
  num incorrect                    |    6969949
  misprediction rate               |     14.15%
  mpki                             |      13.94
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   61159538
    num misses                     |        174
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |  190148716
    num misses                     |     463513
    miss rate                      |      0.24%
    mpki                           |       0.93
  L2 TLB                           |           
    num accesses                   |     463687
    num misses                     |       4911
    miss rate                      |      1.06%
    mpki                           |       0.01
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   61159538
    num cache misses               |     560865
    miss rate                      |      0.92%
    mpki                           |       1.12
  Cache L1-D                       |           
    num cache accesses             |  190148716
    num cache misses               |    3046455
    miss rate                      |      1.60%
    mpki                           |       6.09
  Cache L2                         |           
    num cache accesses             |    3616008
    num cache misses               |    1862516
    miss rate                      |     51.51%
    mpki                           |       3.73
  Cache L3                         |           
    num cache accesses             |    1871213
    num cache misses               |     110018
    miss rate                      |      5.88%
    mpki                           |       0.22
DRAM summary                       |           
  num dram accesses                |     142463
  average dram access latency (ns) |      51.10
  average dram queueing delay      |       1.10
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
