                                   | Core 0    
  Instructions                     |   99999948
  Cycles                           |  492993563
  IPC                              |       0.20
  Time (ns)                        |  164331188
Branch predictor stats             |           
  num correct                      |     129398
  num incorrect                    |       2196
  misprediction rate               |      1.67%
  mpki                             |       0.02
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   11457119
    num misses                     |          6
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   74796250
    num misses                     |    2951356
    miss rate                      |      3.95%
    mpki                           |      29.51
  L2 TLB                           |           
    num accesses                   |    2951362
    num misses                     |    1858234
    miss rate                      |     62.96%
    mpki                           |      18.58
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   11457119
    num cache misses               |    2189526
    miss rate                      |     19.11%
    mpki                           |      21.90
  Cache L1-D                       |           
    num cache accesses             |   74796250
    num cache misses               |    3436251
    miss rate                      |      4.59%
    mpki                           |      34.36
  Cache L2                         |           
    num cache accesses             |    6801299
    num cache misses               |    5458543
    miss rate                      |     80.26%
    mpki                           |      54.59
  Cache L3                         |           
    num cache accesses             |    6634065
    num cache misses               |    5441315
    miss rate                      |     82.02%
    mpki                           |      54.41
DRAM summary                       |           
  num dram accesses                |   10866246
  average dram access latency (ns) |      51.73
  average dram queueing delay      |       1.73
Coherency Traffic                  |           
  num loads from dram              |    2603566
  num loads from dram cache        |          0
  num loads from remote cache      |          0
